# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
1700126H18Rik	chr5:66166606-66191335	3	0.856	0.275	1262
Pdpk1	chr17:24073679-24150922	1	0.0	-0.0	4802
BC048562	chr9:108436481-108446083	0	0.0	0.0	4473
1700010J16Rik	chr10:112726925-112785599	0	0.0	0.0	4473
1700025F24Rik	chr10:119413443-119426864	0	0.0	0.0	4473
Rfng	chr11:120780744-120784204	1	0.0	-0.0	4508
Ift122	chr6:115853527-115926699	1	0.655	0.21	2204
Olfr574	chr7:102948466-102949507	0	0.0	0.0	4473
Olfr575	chr7:102954663-102955620	0	0.0	0.0	4473
Olfr576	chr7:102965101-102966040	0	0.0	0.0	4473
Olfr577	chr7:102973051-102973990	0	0.0	0.0	4473
Olfr570	chr7:102900368-102901307	0	0.0	0.0	4473
Olfr571	chr7:102908868-102909837	0	0.0	0.0	4473
Olfr572	chr7:102927629-102928586	0	0.0	0.0	4473
Olfr578	chr7:102984220-102985162	0	0.0	0.0	4473
Olfr204	chr16:59314487-59315405	0	0.0	0.0	4473
C130080G10Rik	chr2:114054395-114061502	0	0.0	0.0	4473
Gm36595	chr10:56431980-56475967	0	0.0	0.0	4473
Npc1l1	chr11:6211010-6230245	0	0.0	0.0	4473
Ltb4r2	chr14:55761427-55763229	0	0.0	0.0	4473
Ltb4r1	chr14:55765961-55768492	0	0.0	0.0	4473
Tmem254c	chr14:26063750-26066992	0	0.0	0.0	4473
Kremen2	chr17:23741198-23745829	0	0.0	0.0	4473
Kremen1	chr11:5191552-5261610	0	0.0	0.0	4473
Cuedc1	chr11:88099145-88194140	0	0.0	0.0	4473
Ccl27b	chr4:42650603-42656005	0	0.0	0.0	4473
Ccl27a	chr4:41769469-41774176	1	0.776	0.249	1679
Tbl1xr1	chr3:22076651-22216594	0	0.0	0.0	4473
Slc5a1	chr5:33104218-33162699	0	0.0	0.0	4473
Htatip2	chr7:49759105-49773999	0	0.0	0.0	4473
Astl	chr2:127338638-127357656	5	1.066	0.342	769
Mab21l1	chr3:55782509-55785287	0	0.0	0.0	4473
Mab21l2	chr3:86546049-86548283	0	0.0	0.0	4473
Mab21l3	chr3:101813075-101836223	0	0.0	0.0	4473
Dusp9	chrX:73639440-73643514	0	0.0	0.0	4473
Dusp8	chr7:142079486-142095284	0	0.0	0.0	4473
Dusp5	chr19:53529317-53541322	1	0.006	0.001	3762
Dusp4	chr8:34807609-34819894	5	1.219	0.391	672
Dusp7	chr9:106368631-106375723	0	0.0	0.0	4473
Dusp6	chr10:99263230-99267489	3	2.085	0.669	58
Dusp1	chr17:26505590-26508472	0	0.0	0.0	4473
Dusp3	chr11:101971143-101984791	0	0.0	0.0	4473
Dusp2	chr2:127336158-127338377	9	1.159	0.372	709
Mfge8	chr7:79133767-79149060	0	0.0	0.0	4473
Stamos	chr2:14070332-14073934	0	0.0	0.0	4473
Fam8a1	chr13:46669521-46675773	0	0.0	-0.0	5174
Gm6300	chr3:14363116-14374239	0	0.0	0.0	4473
Gm38438	chrX:60893652-60898067	0	0.0	0.0	4473
Snord73a	chr3:86138790-86138858	1	0.114	0.007	3493
Gm38437	chr19:24942235-24942303	0	0.0	0.0	4473
Gm38436	chr15:102746440-102746909	0	0.0	0.0	4473
Gm38431	chr9:21067513-21092008	0	0.0	-0.009	5814
Cc2d1a	chr8:84132827-84147917	1	0.886	0.284	1113
Cc2d1b	chr4:108619955-108634122	1	0.723	0.232	1937
5730412P04Rik	chrX:136104921-136111613	0	0.0	0.0	4473
Ltc4s	chr11:50236460-50238532	0	0.0	0.0	4473
Ubr3	chr2:69897245-70024010	1	0.0	-0.0	4961
Ubr2	chr17:46928290-47010532	1	0.581	0.187	2428
Ubr1	chr2:120860275-120970715	0	0.0	-0.01	5818
Ubr7	chr12:102757974-102777701	3	0.872	0.28	1179
Ubr5	chr15:37967327-38078854	0	0.0	0.0	4473
Ubr4	chr4:139380658-139489532	1	0.575	-0.136	6456
Vcpkmt	chr12:69577627-69583028	2	0.418	-0.191	6585
Psd	chr19:46312084-46326866	0	0.0	-0.0	5069
Hspa12a	chr19:58795749-58943672	0	0.0	0.0	4473
4930513N10Rik	chr8:95806829-95821728	0	0.0	0.0	4473
Gm12070	chr11:26785107-26787859	0	0.0	0.0	4473
4922502H24Rik	chr13:101391870-101397580	0	0.0	0.0	4473
1700073E17Rik	chr6:145387624-145392223	0	0.0	0.0	4473
Tinag	chr9:76951697-77045781	0	0.0	0.0	4473
Gm31579	chr6:50906405-50910424	0	0.0	0.0	4473
Polg2	chr11:106768203-106779537	1	0.002	-0.328	7125
A430005L14Rik	chr4:153957236-153961924	1	0.836	0.258	1556
Colgalt2	chr1:152399866-152510695	0	0.0	-0.0	4724
Colgalt1	chr8:71611023-71624911	0	0.0	-0.193	6588
Tescl	chr7:24333079-24333965	0	0.0	0.0	4473
Angptl7	chr4:148495279-148500462	0	0.0	0.0	4473
Angptl6	chr9:20873808-20879710	0	0.0	-0.151	6499
Angptl4	chr17:33774899-33781575	1	0.893	0.287	1091
Tbc1d22bos	chr17:29578815-29596305	0	0.0	0.0	4473
Angptl2	chr2:33215960-33247714	4	2.519	0.809	8
Angptl1	chr1:156839022-156861079	0	0.0	0.0	4473
Angptl8	chr9:21835509-21837347	0	0.0	0.0	4473
Ifi214	chr1:173521310-173535957	0	0.0	0.0	4473
Ifi211	chr1:173896340-173913046	3	1.095	0.351	749
Ifi213	chr1:173591956-173599274	0	0.0	0.0	4473
Eid2	chr7:28267880-28269168	0	0.0	-0.0	5183
Eid3	chr10:82866625-82867929	2	0.015	0.005	3542
BC053393	chr11:46571512-46589232	0	0.0	0.0	4473
Eid1	chr2:125673099-125675642	0	0.0	0.0	4473
Fhdc1	chr3:84442195-84480439	0	0.0	0.0	4473
AI837181	chr19:5425143-5427316	0	0.0	0.0	4473
Gk2	chr5:97455129-97457023	0	0.0	0.0	4473
Gk5	chr9:96119428-96182953	0	0.0	0.0	4473
Agbl5	chr5:30888851-30896687	1	0.987	0.317	852
Gm13304	chr4_GL456350_random:211324-212455	0	0.0	0.0	4473
Gm13305	chr4:42158841-42168603	0	0.0	0.0	4473
Gm13306	chr4_JH584294_random:1717-3814	0	0.0	0.0	4473
4933430H16Rik	chr7:82937937-82971391	0	0.0	0.0	4473
E330009J07Rik	chr6:40401374-40436135	0	0.0	0.0	4473
Sdha	chr13:74322254-74350240	0	0.0	-0.373	7554
Sdhc	chr1:171129156-171150603	0	0.0	0.0	4473
Sdhb	chr4:140961270-140979198	4	0.841	0.27	1345
Sdhd	chr9:50596339-50603849	2	0.0	0.0	4400
4930426D05Rik	chr18:21651564-21656107	0	0.0	0.0	4473
1700048M11Rik	chr16:92308715-92312466	1	0.001	0.0	4068
Gm4216	chr7:21795810-21796728	0	0.0	0.0	4473
Gm4214	chr7:21760530-21761475	0	0.0	0.0	4473
Fuom	chr7:140097814-140102441	2	0.0	0.0	4340
4930512B01Rik	chr12:69790343-69841880	0	0.0	0.0	4473
Atp9b	chr18:80734140-80934058	1	0.765	-0.103	6314
Atp9a	chr2:168634437-168741800	0	0.0	0.0	4473
5830418P13Rik	chr9:103423577-103461260	0	0.0	0.0	4473
Mir6939	chr12:112659276-112659351	0	0.0	0.0	4473
Mir6938	chr12:85245922-85245985	0	0.0	0.0	4473
Mir6931	chr11:102999847-102999921	0	0.0	0.0	4473
Mir6930	chr11:102404919-102404987	0	0.0	0.0	4473
Mir6933	chr11:118002269-118002350	4	0.015	0.005	3550
Mir6932	chr11:107637721-107637779	0	0.0	0.0	4473
Mir6935	chr11:120347349-120347413	3	0.137	0.044	3138
Mir6934	chr11:119154075-119154137	4	0.037	0.012	3393
Mir6937	chr12:28679324-28679389	0	0.0	0.0	4473
Mir6936	chr11:120624822-120624876	4	0.074	0.022	3279
C8a	chr4:104815679-104876398	0	0.0	0.0	4473
C8b	chr4:104766316-104804548	0	0.0	0.0	4473
BC028528	chr3:95883961-95892005	0	0.0	-0.001	5320
C8g	chr2:25498649-25501719	0	0.0	0.0	4473
Atxn10	chr15:85336254-85463837	0	0.0	0.0	4473
6330403K07Rik	chr11:71031940-71033617	1	0.0	0.0	4447
Ermard	chr17:15041639-15064232	1	0.782	0.251	1653
Atxn1l	chr8:109726450-109737739	1	0.0	0.0	4244
Sys1	chr2:164460970-164465510	0	0.0	-0.001	5467
Vmn1r29	chr6:58307296-58308208	0	0.0	0.0	4473
Sec22c	chr9:121680044-121705029	0	0.0	-0.004	5640
Sec22b	chr3:97901226-97922318	1	0.85	-0.076	6173
Sec22a	chr16:35311130-35363918	0	0.0	0.0	4473
Gm7173	chrX:79482567-79517285	0	0.0	0.0	4473
Ube2d2a	chr18:35771558-35807172	0	0.0	0.0	4473
Prok1	chr3:107231915-107239707	0	0.0	0.0	4473
Ube2d2b	chr5:107830161-107831777	0	0.0	0.0	4473
Tasp1	chr2:139833478-140066805	1	0.782	-0.103	6315
Tsr1	chr11:74898079-74909340	0	0.0	0.0	4473
Tsr3	chr17:25240169-25242799	1	0.788	0.253	1633
Tsr2	chrX:151087093-151096543	0	0.0	0.0	4473
Mms22l	chr4:24496450-24602948	2	1.559	0.178	2494
1700084D21Rik	chr13:113136075-113144012	0	0.0	0.0	4473
Arl13b	chr16:62793672-62847040	0	0.0	0.0	4473
Arl13a	chrX:134187500-134208030	0	0.0	0.0	4473
Ppp2ca	chr11:52098823-52122749	1	0.598	0.192	2379
C87977	chr4:144206761-144213017	0	0.0	0.0	4473
Ppp2cb	chr8:33599620-33619804	0	0.0	0.0	4473
2210406O10Rik	chr5:36455734-36464854	0	0.0	0.0	4473
Llgl2	chr11:115824057-115855780	0	0.0	0.0	4473
Llgl1	chr11:60699689-60714188	0	0.0	0.0	4473
Hist1h2bl	chr13:21715712-21716143	3	0.777	0.25	1676
Rccd1	chr7:80316615-80324454	0	0.0	0.0	4473
Olr1	chr6:129485247-129507165	0	0.0	0.0	4473
Trp53cor1	chr17:29057473-29079126	2	0.156	0.05	3101
Mir15a	chr14:61632026-61632110	1	0.0	0.0	4395
Mir15b	chr3:69009771-69009835	3	0.431	0.138	2728
Arhgap45	chr10:80016914-80031470	2	0.977	0.313	878
Arhgap44	chr11:65002038-65162961	0	0.0	0.0	4473
Arhgap40	chr2:158512795-158550628	0	0.0	0.0	4473
Arhgap42	chr9:8994952-9239013	0	0.0	0.0	4473
Morc2a	chr11:3649436-3690477	1	0.922	0.057	3064
Morc2b	chr17:33135589-33148749	0	0.0	0.0	4473
4930594M22Rik	chr14:122913029-122929442	0	0.0	0.0	4473
Slitrk6	chr14:110748577-110755149	0	0.0	0.0	4473
Slitrk4	chrX:64264884-64277345	0	0.0	0.0	4473
Slitrk5	chr14:111675114-111683135	0	0.0	0.0	4473
Slitrk2	chrX:66653158-66661402	0	0.0	0.0	4473
Rab39b	chrX:75572044-75578231	0	0.0	0.0	4473
Slitrk1	chr14:108909988-108914239	0	0.0	0.0	4473
Mir154	chr12:109738432-109738498	0	0.0	0.0	4473
Mir155	chr16:84714139-84714204	6	0.013	0.004	3573
Mir150	chr7:45121756-45121821	1	0.22	0.071	3014
Mir151	chr15:73254814-73254882	0	0.0	0.0	4473
Mir152	chr11:96850392-96850465	0	0.0	0.0	4473
Mir153	chr12:117250816-117250885	0	0.0	0.0	4473
Ppp3ca	chr3:136670065-136937727	0	0.0	0.0	4473
Ppp3cb	chr14:20499363-20546573	0	0.0	0.0	4473
Ppp3cc	chr14:70217864-70289497	6	0.595	0.191	2386
Arfrp1	chr2:181357689-181365404	3	1.803	0.579	120
Ush1c	chr7:46195350-46238490	0	0.0	0.0	4473
Ush1g	chr11:115315191-115321918	0	0.0	0.0	4473
Gm536	chr16:31618132-31621608	0	0.0	0.0	4473
Mir7213	chr15:79998969-79999026	0	0.0	0.0	4473
Mir7212	chr15:25948226-25948287	0	0.0	0.0	4473
Mir7211	chr10:94586136-94586199	0	0.0	0.0	4473
Mir7210	chr14:24088876-24088930	0	0.0	0.0	4473
Mir7217	chr17:27355737-27355799	0	0.0	0.0	4473
Mir7216	chr17:27328384-27328460	0	0.0	0.0	4473
Mir7215	chr10:62682507-62682558	0	0.0	0.0	4473
Mir7214	chr17:27317034-27317095	0	0.0	0.0	4473
Mir7219	chr18:68260919-68260973	0	0.0	0.0	4473
Mir7218	chr17:27358096-27358155	0	0.0	0.0	4473
Bpifb9b	chr2:154307243-154320642	0	0.0	0.0	4473
Bpifb9a	chr2:154257878-154271243	0	0.0	0.0	4473
C430002N11Rik	chr9:96765561-96774397	1	0.008	0.002	3649
1700024F13Rik	chr13:3498049-3501393	0	0.0	0.0	4473
Fabp6	chr11:43596039-43601562	0	0.0	0.0	4473
Fabp7	chr10:57784922-57788450	1	0.001	0.0	3993
Fabp4	chr3:10204342-10208616	0	0.0	0.0	4473
Fabp5	chr3:10012584-10016610	0	0.0	0.0	4473
Fabp2	chr3:122895071-122899506	0	0.0	0.0	4473
Fabp3	chr4:130308777-130315463	0	0.0	0.0	4473
Fabp1	chr6:71199878-71205034	0	0.0	0.0	4473
Fabp9	chr3:10193623-10197283	0	0.0	0.0	4473
Nelfcd	chr2:174415803-174427502	0	0.0	0.0	4473
Suclg2	chr6:95473008-95718846	0	0.0	0.0	4473
Suclg1	chr6:73248504-73276907	0	0.0	0.0	4473
Vgll2	chr10:52022501-52028471	0	0.0	0.0	4473
Vgll3	chr16:65815632-65863066	0	0.0	0.0	4473
Vgll1	chrX:57088105-57106540	0	0.0	0.0	4473
Vgll4	chr6:114860627-114921821	3	1.14	0.366	725
Nup50	chr15:84923427-84942963	1	0.472	-0.126	6411
Nup54	chr5:92415539-92435199	0	0.0	-0.391	7639
Ldlrap1	chr4:134745411-134768004	0	0.0	0.0	4473
4921536K21Rik	chr11:3886087-3895126	0	0.0	0.0	4473
B020018J22Rik	chr12:112428283-112435338	0	0.0	0.0	4473
Slfn5os	chr11:82942340-82960681	0	0.0	0.0	4473
Zc4h2	chrX:95639193-95658509	0	0.0	0.0	4473
1700009N14Rik	chr4:39450292-39451778	0	0.0	0.0	4473
Jrk	chr15:74702411-74709322	0	0.0	-0.0	5024
Oosp1	chr19:11667459-11691051	0	0.0	0.0	4473
Oosp2	chr19:11647283-11660559	0	0.0	0.0	4473
Oosp3	chr19:11697054-11711858	0	0.0	0.0	4473
4930524O08Rik	chr9:89826518-89864028	0	0.0	0.0	4473
Strn4	chr7:16815888-16840931	0	0.0	0.0	4473
Sdsl	chr5:120458201-120472763	0	0.0	0.0	4473
Strn3	chr12:51608540-51691914	1	0.55	0.176	2503
Atp13a1	chr8:69791162-69807748	2	1.656	0.209	2211
Pbld2	chr10:63024511-63058812	0	0.0	-0.222	6641
Atp13a3	chr16:30312423-30388530	0	0.0	0.0	4473
Atp13a2	chr4:140986872-141007701	0	0.0	0.0	4473
Atp13a5	chr16:29231913-29378732	0	0.0	0.0	4473
Atp13a4	chr16:29396037-29541483	0	0.0	0.0	4473
Ifi207	chr1:173723427-173741809	0	0.0	0.0	4473
Pkd2	chr5:104459456-104505819	0	0.0	0.0	4473
Pkd1	chr17:24549949-24596514	0	0.0	-0.001	5365
Gpx1	chr9:108339079-108340342	0	0.0	-0.002	5504
Gpx3	chr11:54902853-54910387	0	0.0	0.0	4473
Ctrb1	chr8:111686509-111691010	0	0.0	0.0	4473
Gpx5	chr13:21286428-21292686	0	0.0	0.0	4473
Gpx4	chr10:80047165-80056439	1	0.0	-0.003	5587
Gpx7	chr4:108400216-108406713	0	0.0	0.0	4473
Gpx6	chr13:21312202-21319624	0	0.0	0.0	4473
Gpx8	chr13:113042762-113046388	0	0.0	0.0	4473
Cyp2r1	chr7:114550162-114562972	0	0.0	0.0	4473
Olfr970	chr9:39819640-39820576	0	0.0	0.0	4473
Olfr971	chr9:39839435-39840359	0	0.0	0.0	4473
Amph	chr13:18948350-19150919	0	0.0	0.0	4473
Olfr974	chr9:39942261-39943194	0	0.0	0.0	4473
Olfr975	chr9:39949836-39950769	0	0.0	0.0	4473
Olfr976	chr9:39954256-39961044	0	0.0	0.0	4473
Spg7	chr8:123065507-123097760	1	0.717	-0.062	6100
Olfr978	chr9:39993811-39994747	0	0.0	0.0	4473
Olfr979	chr9:40000205-40001250	0	0.0	0.0	4473
Col10a1	chr10:34389980-34397085	0	0.0	0.0	4473
Ccar1	chr10:62743927-62792368	2	1.525	0.157	2621
Ccar2	chr14:70138168-70153791	0	0.0	-0.008	5782
5830454E08Rik	chr9:120577330-120578073	1	0.88	0.275	1258
Cog8	chr8:107048708-107056737	2	1.492	0.477	401
Cog3	chr14:75702350-75754493	0	0.0	0.0	4473
Cog2	chr8:124520766-124552007	1	0.822	-0.091	6250
Cog1	chr11:113649528-113662401	0	0.0	0.0	4473
Cog7	chr7:121922838-121981693	0	0.0	0.0	4473
Cog6	chr3:52982122-53017223	1	0.769	0.247	1717
Cog5	chr12:31654868-31937630	1	0.675	-0.135	6449
Cog4	chr8:110847023-110882234	2	0.837	0.269	1366
Actbl2	chr13:111255012-111257749	0	0.0	0.0	4473
Rybp	chr6:100228564-100287358	0	0.0	0.0	4473
Yap1	chr9:7932000-8004596	0	0.0	0.0	4473
Gm16973	chr14:56696274-56701000	0	0.0	0.0	4473
4933431E20Rik	chr3:107888849-107896213	0	0.0	0.0	4473
Tmem59l	chr8:70483866-70487358	0	0.0	0.0	4473
Col13a1	chr10:61838233-61979108	0	0.0	0.0	4473
4930563J15Rik	chr10:67568517-67570008	0	0.0	0.0	4473
Aspdh	chr7:44465434-44467751	0	0.0	0.0	4473
Sike1	chr3:102995739-103003914	0	0.0	0.0	4473
Hpse	chr5:100679483-100719716	0	0.0	0.0	4473
Pianp	chr6:124996719-125003097	0	0.0	-0.0	5076
Nynrin	chr14:55854114-55874736	0	0.0	0.0	4473
P2rx1	chr11:72999144-73015197	0	0.0	0.0	4473
P2rx3	chr2:84996551-85035834	1	0.256	0.082	2967
P2rx2	chr5:110339811-110343035	0	0.0	0.0	4473
P2rx5	chr11:73160529-73172687	0	0.0	0.0	4473
P2rx4	chr5:122707543-122729738	1	0.0	0.0	4177
P2rx7	chr5:122643910-122684289	2	0.65	0.209	2218
P2rx6	chr16:17561884-17572012	0	0.0	0.0	4473
Klf13	chr7:63886350-63938915	1	0.235	0.075	2991
Klf12	chr14:99870639-100149796	0	0.0	0.0	4473
Klf11	chr12:24651370-24662782	0	0.0	0.0	4473
Klf10	chr15:38294405-38299900	2	1.585	0.509	284
Klf17	chr4:117756658-117765666	0	0.0	0.0	4473
Atxn7l1os2	chr12:33358251-33394760	0	0.0	0.0	4473
Klf15	chr6:90462575-90475238	0	0.0	0.0	4473
Klf14	chr6:30956020-30958990	0	0.0	0.0	4473
Zfp532	chr18:65582417-65689436	0	0.0	0.0	4473
Tfg	chr16:56690328-56717450	0	0.0	-0.268	6740
Zfp536	chr7:37479108-37769752	0	0.0	0.0	4473
Zfp534	chr4:147674224-147702631	0	0.0	0.0	4473
Parvaos	chr7:112526971-112535683	0	0.0	0.0	4473
Hps5	chr7:46760465-46795881	1	0.689	-0.142	6477
Hps4	chr5:112343094-112378424	2	1.494	0.479	392
Hps6	chr19:46003477-46006173	2	0.809	0.248	1704
Hps1	chr19:42755189-42779978	1	0.865	0.278	1207
Hps3	chr3:20015220-20035310	0	0.0	-0.34	7239
Nron	chr2:33805815-33813591	1	0.0	0.0	4233
Mirlet7c-1	chr16:77599656-77599750	0	0.0	0.0	4473
Speer6-ps1	chr13:3149474-3189678	0	0.0	0.0	4473
Serpinb6d	chr13:33661404-33671585	0	0.0	0.0	4473
Serpinb6e	chr13:33832344-33843408	0	0.0	0.0	4473
Serpinb6a	chr13:33917917-34002794	0	0.0	-0.273	6770
Serpinb6b	chr13:32965512-32979037	2	1.742	0.559	140
Serpinb6c	chr13:33879815-33905708	0	0.0	0.0	4473
Tsix	chrX:103431516-103484957	0	0.0	0.0	4473
Gm6567	chr7:73097751-73102068	0	0.0	0.0	4473
Gm6566	chr12:87149474-87155485	0	0.0	0.0	4473
Gm6568	chrX:157540803-157541750	0	0.0	0.0	4473
Apex1	chr14:50924948-50927188	1	0.025	0.002	3714
Apex2	chrX:150571506-150588155	1	0.851	0.273	1285
Mir455	chr4:63256850-63256932	0	0.0	0.0	4473
Ldlr	chr9:21723575-21749918	0	0.0	0.0	4473
Mir453	chr12:109735618-109735700	0	0.0	0.0	4473
Mir452	chrX:72262223-72262308	0	0.0	0.0	4473
Atg101	chr15:101284300-101290934	1	0.669	-0.083	6213
Olfr299	chr7:86465412-86466405	0	0.0	0.0	4473
A930001A20Rik	chr3:14971200-15002727	1	0.004	0.001	3743
Prelid1	chr13:55322054-55325272	1	0.789	0.253	1626
Prelid2	chr18:41875695-41951194	0	0.0	0.0	4473
Rce1	chr19:4622550-4625617	0	0.0	0.0	4473
Znrd1	chr17:36954357-36958525	1	0.888	-0.088	6238
Slc8b1	chr5:120511191-120534024	1	0.004	0.001	3730
Olfr947-ps1	chr9:39287923-39299481	0	0.0	0.0	4473
Gpd1l	chr9:114899338-114933987	0	0.0	0.0	4473
Gm9767	chr10:26078254-26079447	0	0.0	0.0	4473
Bms1	chr6:118383380-118419417	1	0.788	-0.126	6410
Hat1	chr2:71389259-71441622	1	0.777	0.249	1677
Gm3055	chr10:81742876-81771174	0	0.0	0.0	4473
Patj	chr4:98395825-98719603	0	0.0	-0.0	4815
Olfr1157	chr2:87961951-87968257	0	0.0	0.0	4473
Myf5	chr10:107482907-107486134	0	0.0	0.0	4473
Myf6	chr10:107492848-107494723	0	0.0	0.0	4473
Tmem45a2	chr16:57036966-57071346	0	0.0	0.0	4473
Carns1	chr19:4164323-4175479	2	0.002	-0.005	5692
Gm20858	chrY:25214873-25240906	0	0.0	0.0	4473
Gm20857	chrY:26241065-26267093	0	0.0	0.0	4473
Gm20854	chrY:85528524-85529519	0	0.0	0.0	4473
Gm20852	chrY:66739796-66742170	0	0.0	0.0	4473
Il11ra2	chr4:42158115-42168604	0	0.0	0.0	4473
Rap1gds1	chr3:138925896-139075201	0	0.0	0.0	4473
Trdmt1	chr2:13510160-13544664	1	0.0	-0.005	5718
Slf2	chr19:44931118-44983785	1	0.784	-0.006	5741
Dera	chr6:137754576-137837872	0	0.0	0.0	4473
Msmb	chr14:32142022-32158326	0	0.0	0.0	4473
Usmg5	chr19:47083470-47090647	2	1.545	0.496	334
Krtap31-1	chr11:99907919-99908890	0	0.0	0.0	4473
Ezr	chr17:6738130-6782780	2	1.03	0.331	798
Opn1mw	chrX:74127465-74150755	0	0.0	0.0	4473
Dleu2	chr14:61602835-61682373	0	0.0	0.0	4473
Dleu7	chr14:62276228-62292979	0	0.0	0.0	4473
Plek2	chr12:78888696-78906938	0	0.0	0.0	4473
AF357426	chr12:109642837-109642904	0	0.0	0.0	4473
AF357425	chr12:109636011-109636080	0	0.0	0.0	4473
H2-Q10	chr17:35470088-35474563	0	0.0	0.0	4473
9030025P20Rik	chr17:14978863-14991577	0	0.0	0.0	4473
Abhd18	chr3:40894276-40936307	1	0.745	0.239	1825
Abhd15	chr11:77515116-77520628	0	0.0	0.0	4473
Kcnab1	chr3:65188102-65378225	0	0.0	0.0	4473
Abhd11	chr5:135009455-135012175	1	0.63	0.2	2296
Kcnab3	chr11:69326257-69333041	1	0.148	0.048	3117
Reps2	chrX:162411951-162643658	0	0.0	0.0	4473
Gm11201	chr11:79023596-79035005	0	0.0	0.0	4473
1700063O14Rik	chr5:91766241-91767300	0	0.0	0.0	4473
Rtel1	chr2:181319723-181356616	0	0.0	-0.0	4971
Gm4876	chr6:17076260-17171833	0	0.0	0.0	4473
Gm4872	chr6:53221801-53226599	0	0.0	0.0	4473
Gm4871	chr5:145029599-145032764	0	0.0	0.0	4473
Mrtfa	chr15:81012280-81105047	0	0.0	0.0	4473
Mrtfb	chr16:13265078-13332922	0	0.0	0.0	4473
Depdc7	chr2:104721786-104742801	0	0.0	0.0	4473
Depdc5	chr5:32863720-32994233	1	0.001	-0.0	5225
Efhc2	chrX:17132048-17319941	0	0.0	0.0	4473
Efhc1	chr1:20951625-20990841	0	0.0	0.0	4473
Cer1	chr4:82881750-82885151	0	0.0	0.0	4473
Lrrc31	chr3:30678553-30699843	0	0.0	0.0	4473
D630003M21Rik	chr2:158182532-158229224	0	0.0	0.0	4473
Mest	chr6:30733505-30748466	0	0.0	0.0	4473
Bphl	chr13:34037640-34074074	0	0.0	0.0	4473
Mesd	chr7:83891999-83901532	1	0.003	-0.002	5486
Amer1	chrX:95420313-95444840	0	0.0	0.0	4473
Amer2	chr14:60378285-60381003	0	0.0	0.0	4473
Amer3	chr1:34579692-34590944	0	0.0	0.0	4473
Cela3b	chr4:137421007-137430520	0	0.0	0.0	4473
Cerk	chr15:86139100-86186141	0	0.0	0.0	4473
Cela3a	chr4:137401553-137409791	0	0.0	0.0	4473
Spz1	chr13:92574631-92576232	0	0.0	0.0	4473
Olfr1462	chr19:13190668-13191592	0	0.0	0.0	4473
Myl12b	chr17:70973962-70990516	4	1.32	0.423	582
Myl12a	chr17:70993792-71002533	4	0.585	-0.105	6319
Gm1966	chr7:106595548-106644645	0	0.0	0.0	4473
Gm1965	chr6:89140993-89147370	0	0.0	0.0	4473
Fadd	chr7:144578322-144582441	0	0.0	0.0	4473
Cox7b	chrX:106015699-106022450	0	0.0	-0.0	4969
Cox7c	chr13:86044797-86046795	0	0.0	0.0	4473
Gm1968	chr16:29957926-29979124	0	0.0	0.0	4473
Aipl1	chr11:72028721-72037509	0	0.0	0.0	4473
Zfp874a	chr13:67440430-67451624	0	0.0	0.0	4473
A2ml1	chr6:128539821-128581606	0	0.0	0.0	4473
Dalrd3	chr9:108569891-108572771	1	0.233	0.074	2998
Gabrg3	chr7:56716462-57387215	0	0.0	0.0	4473
Gabrg2	chr11:41910189-42000857	0	0.0	0.0	4473
Gabrg1	chr5:70751046-70842617	0	0.0	0.0	4473
Ssx9	chrX:8748429-8754587	0	0.0	0.0	4473
Fam107a	chr14:8296269-8309777	0	0.0	0.0	4473
Fam107b	chr2:3713457-3782134	5	0.097	0.031	3212
Mdga1	chr17:29827957-29887882	0	0.0	0.0	4473
Mdga2	chr12:66466058-67222549	0	0.0	0.0	4473
Klk1b7-ps	chr7:43945011-43945927	0	0.0	0.0	4473
Gfer	chr17:24693190-24696156	0	0.0	-0.0	5034
Reg3g	chr6:78466268-78468874	0	0.0	0.0	4473
Reg3d	chr6:78375873-78378865	0	0.0	0.0	4473
Reg3b	chr6:78370884-78373466	0	0.0	0.0	4473
Reg3a	chr6:78380708-78383839	0	0.0	0.0	4473
Gorab	chr1:163384902-163403669	0	0.0	0.0	4473
Gm20139	chr10:19167237-19207947	2	0.145	0.046	3128
Glod4	chr11:76220394-76243699	0	0.0	-0.003	5584
Olfr1102	chr2:87001931-87002994	0	0.0	0.0	4473
Olfr1101	chr2:86988241-86989174	0	0.0	0.0	4473
Olfr1100	chr2:86977828-86978794	0	0.0	0.0	4473
Olfr1107	chr2:87071115-87072223	0	0.0	0.0	4473
Olfr1106	chr2:87048295-87049234	0	0.0	0.0	4473
Olfr1105	chr2:87033280-87034219	0	0.0	0.0	4473
Olfr1104	chr2:87021609-87022542	0	0.0	0.0	4473
Olfr1109	chr2:87092456-87093395	0	0.0	0.0	4473
Pygl	chr12:70190814-70227683	0	0.0	0.0	4473
Pygm	chr19:6384407-6398464	0	0.0	0.0	4473
