# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
energy homeostasis(GO:0097009)	20774, 1781, 39, 3	0.897	0.831868911111	0.991162957919	39
vesicle-mediated transport(GO:0016192)	20774, 1905, 968, 141	1.588	5.37729622393e-07	2.97627093324e-05	968
organonitrogen compound biosynthetic process(GO:1901566)	20774, 1994, 826, 125	1.577	4.48380370006e-06	0.000174941849281	826
copper ion homeostasis(GO:0055070)	20774, 1252, 17, 2	1.952	0.431583144234	0.715547114787	17
fatty acid derivative metabolic process(GO:1901568)	20774, 400, 125, 2	0.831	0.938027627319	1.0	125
positive regulation of macrophage differentiation(GO:0045651)	20774, 609, 14, 4	9.746	0.0023337408246	0.0255958671085	14
regulation of megakaryocyte differentiation(GO:0045652)	20774, 1635, 31, 5	2.049	0.250482047037	0.549191406677	31
negative regulation of megakaryocyte differentiation(GO:0045653)	20774, 1635, 17, 3	2.242	0.2840717609	0.585106699215	17
regulation of monocyte differentiation(GO:0045655)	20774, 497, 16, 3	7.837	0.0229555283781	0.127500951085	16
ribosomal large subunit biogenesis(GO:0042273)	20774, 1446, 26, 3	1.658	0.482769913159	0.753758881331	26
T cell mediated cytotoxicity(GO:0001913)	20774, 473, 20, 4	8.784	0.00425098531644	0.0397538116037	20
photoreceptor cell outer segment organization(GO:0035845)	20774, 1096, 11, 2	3.446	0.206593454025	0.49515853029	11
calcium ion import(GO:0070509)	20774, 1222, 44, 1	0.386	0.966031672149	1.0	44
base conversion or substitution editing(GO:0016553)	20774, 1721, 15, 2	1.609	0.490276710436	0.758192703599	15
regulation of receptor recycling(GO:0001919)	20774, 687, 29, 1	1.043	0.772579751905	0.951482437017	29
stress fiber assembly(GO:0043149)	20774, 1576, 16, 2	1.648	0.484875733198	0.754952313862	16
histone H4-K16 acetylation(GO:0043984)	20774, 1923, 14, 4	3.087	0.0956494389019	0.316535603994	14
cerebellar Purkinje cell layer development(GO:0021680)	20774, 633, 15, 2	4.376	0.171277769334	0.445023025126	15
photoreceptor cell maintenance(GO:0045494)	20774, 582, 41, 2	1.741	0.588897301974	0.829365965557	41
DNA conformation change(GO:0071103)	20774, 1960, 89, 18	2.144	0.0109624323102	0.0749729566043	89
regulation of membrane potential(GO:0042391)	20774, 24, 435, 1	1.99	0.864072269614	1.0	435
telomere capping(GO:0016233)	20774, 142, 11, 1	13.3	0.15664628565	0.4252724884	11
nucleobase-containing small molecule metabolic process(GO:0055086)	20774, 1995, 472, 68	1.5	0.00618877491688	0.0516816993059	472
embryonic skeletal system morphogenesis(GO:0048704)	20774, 356, 95, 1	0.614	0.960519984157	1.0	95
cellular modified amino acid biosynthetic process(GO:0042398)	20774, 1240, 32, 1	0.524	0.910188215974	1.0	32
protein K48-linked deubiquitination(GO:0071108)	20774, 75, 28, 2	19.785	0.0225116652923	0.126661379186	28
cell growth involved in cardiac muscle cell development(GO:0061049)	20774, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of small molecule metabolic process(GO:0062013)	20774, 15, 147, 1	9.421	0.386919710133	0.678897420084	147
meiotic spindle organization(GO:0000212)	20774, 322, 14, 2	9.217	0.0582679734946	0.230937180545	14
negative regulation of anoikis(GO:2000811)	20774, 459, 15, 2	6.035	0.114453288323	0.352619839753	15
regulation of bicellular tight junction assembly(GO:2000810)	20774, 1638, 18, 3	2.114	0.315218411668	0.612174475535	18
membrane disruption in other organism(GO:0051673)	20774, 0, 29, 0	0.0	1.0	1.0	29
lipoprotein metabolic process(GO:0042157)	20774, 1219, 29, 1	0.588	0.882996701412	1.0	29
positive regulation of DNA binding(GO:0043388)	20774, 784, 61, 9	3.909	0.00334074324107	0.0332555027215	61
embryonic cranial skeleton morphogenesis(GO:0048701)	20774, 992, 37, 3	1.698	0.513412035316	0.774947905159	37
lipoprotein catabolic process(GO:0042159)	20774, 1219, 14, 1	1.217	0.616523993445	0.848165956301	14
catechol-containing compound metabolic process(GO:0009712)	20774, 759, 42, 3	1.955	0.450084843744	0.731853261069	42
rhythmic behavior(GO:0007622)	20774, 749, 27, 2	2.054	0.475663679241	0.749225384907	27
endothelial cell migration(GO:0043542)	20774, 1938, 59, 10	1.817	0.179632417823	0.455891818657	59
protein acylation(GO:0043543)	20774, 1981, 164, 31	1.982	0.00184410646677	0.0213056960724	164
renal system process involved in regulation of systemic arterial blood pressure(GO:0003071)	20774, 1128, 19, 1	0.969	0.725055130358	0.916183281259	19
meiosis I(GO:0007127)	20774, 1769, 29, 6	2.43	0.113633067303	0.351255686809	29
positive regulation of GTPase activity(GO:0043547)	20774, 714, 216, 16	2.155	0.029239354831	0.148063115953	216
regulation of mRNA 3'-end processing(GO:0031440)	20774, 660, 25, 5	6.295	0.00484095275867	0.0433137878407	25
synaptic vesicle priming(GO:0016082)	20774, 1822, 19, 1	0.6	0.827688553841	0.988408809905	19
regulated exocytosis(GO:0045055)	20774, 598, 86, 6	2.424	0.173818796652	0.447957483522	86
regulation of mRNA polyadenylation(GO:1900363)	20774, 387, 15, 2	7.157	0.0880481642958	0.302089975238	15
histone ubiquitination(GO:0016574)	20774, 1107, 40, 6	2.815	0.0794965595365	0.280506763079	40
regulation of urine volume(GO:0035809)	20774, 1242, 25, 3	2.007	0.379277117687	0.673514414582	25
histone methylation(GO:0016571)	20774, 1984, 83, 13	1.64	0.212892257801	0.503161443463	83
sphingoid biosynthetic process(GO:0046520)	20774, 1731, 11, 1	1.091	0.61991967104	0.849325546668	11
positive regulation of cilium assembly(GO:0045724)	20774, 11, 28, 1	67.448	0.0613956693959	0.237983213619	28
positive regulation of calcium ion transmembrane transport(GO:1904427)	20774, 1742, 79, 5	0.755	0.951260024209	1.0	79
regulation of GTP binding(GO:1904424)	20774, 0, 18, 0	0.0	1.0	1.0	18
thyroid gland development(GO:0030878)	20774, 0, 26, 0	0.0	1.0	1.0	26
mammary gland development(GO:0030879)	20774, 96, 63, 1	3.435	0.566999136975	0.814644096589	63
positive regulation of gluconeogenesis(GO:0045722)	20774, 1789, 17, 3	2.049	0.326733883901	0.625035729392	17
positive regulation of fatty acid biosynthetic process(GO:0045723)	20774, 1782, 22, 3	1.59	0.481966487361	0.753277506406	22
regulation of tube size(GO:0035150)	20774, 178, 166, 1	0.703	0.967100250152	1.0	166
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress(GO:1990440)	20774, 1827, 11, 3	3.101	0.143390635305	0.406031781112	11
positive regulation of sister chromatid cohesion(GO:0045876)	20774, 875, 11, 2	4.317	0.162271141207	0.433208430816	11
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus(GO:1901522)	20774, 356, 21, 2	5.558	0.14413522509	0.40692981698	21
regulation of actin filament bundle assembly(GO:0032231)	20774, 97, 103, 2	4.159	0.317157238745	0.613767557834	103
oligodendrocyte differentiation(GO:0048709)	20774, 1693, 31, 2	0.792	0.840618302314	0.997841176812	31
negative regulation of smoothened signaling pathway(GO:0045879)	20774, 904, 31, 3	2.224	0.351411181767	0.648993781547	31
positive regulation of branching involved in ureteric bud morphogenesis(GO:0090190)	20774, 378, 23, 1	2.389	0.542030754078	0.794327967031	23
response to platelet-derived growth factor(GO:0036119)	20774, 1910, 18, 2	1.208	0.63612795078	0.863550276457	18
protein localization to organelle(GO:0033365)	20774, 1981, 532, 85	1.675	3.08240297705e-05	0.000863072833574	532
positive regulation of actin filament bundle assembly(GO:0032233)	20774, 1327, 64, 7	1.712	0.34590075975	0.643913811658	64
regulation of steroid biosynthetic process(GO:0050810)	20774, 87, 72, 2	6.633	0.162022485691	0.433161162426	72
maintenance of gastrointestinal epithelium(GO:0030277)	20774, 1498, 15, 1	0.925	0.693186767124	0.90004610243	15
regulation of ossification(GO:0030278)	20774, 81, 227, 2	2.26	0.643065004596	0.868785862664	227
negative regulation of ossification(GO:0030279)	20774, 81, 94, 2	5.457	0.223323367596	0.517032699298	94
regulation of coagulation(GO:0050818)	20774, 1693, 80, 4	0.614	0.978852505036	1.0	80
negative regulation of coagulation(GO:0050819)	20774, 0, 47, 0	0.0	1.0	1.0	47
negative regulation of protein localization to nucleus(GO:1900181)	20774, 432, 29, 1	1.658	0.661729671238	0.87787994289	29
regulation of protein localization to nucleus(GO:1900180)	20774, 1960, 109, 16	1.556	0.224070657687	0.518006959976	109
positive regulation of protein localization to nucleus(GO:1900182)	20774, 1960, 69, 13	1.997	0.0644920247304	0.245585630173	69
amino acid import(GO:0043090)	20774, 1730, 20, 1	0.6	0.830097303159	0.989795381522	20
magnesium ion homeostasis(GO:0010960)	20774, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of protein dephosphorylation(GO:0035308)	20774, 1989, 34, 5	1.536	0.462402369383	0.737859630661	34
regulation of interleukin-2 production(GO:0032663)	20774, 731, 58, 12	5.88	7.34262033256e-06	0.000266800555595	58
mRNA methylation(GO:0080009)	20774, 1532, 13, 3	3.129	0.147398485665	0.41295867673	13
nucleoside monophosphate metabolic process(GO:0009123)	20774, 1835, 42, 7	1.887	0.231162713618	0.526475845369	42
positive regulation of blood circulation(GO:1903524)	20774, 1691, 89, 6	0.828	0.93668293135	1.0	89
positive regulation of peptide secretion(GO:0002793)	20774, 135, 317, 7	3.398	0.0433973640165	0.191624724229	317
DNA-templated transcription, elongation(GO:0006354)	20774, 1971, 26, 8	3.243	0.0108064506785	0.0740974230234	26
pulmonary valve morphogenesis(GO:0003184)	20774, 488, 15, 1	2.838	0.435982207234	0.718510154164	15
regulation of transcription by RNA polymerase II(GO:0006357)	20774, 1195, 1955, 155	1.378	0.000485172148088	0.00816049266748	1955
DNA biosynthetic process(GO:0071897)	20774, 1961, 62, 19	3.246	2.63024822034e-05	0.000777638604275	62
positive regulation of myeloid leukocyte cytokine production involved in immune response(GO:0061081)	20774, 1239, 18, 3	2.794	0.212280116816	0.502213397637	18
atrioventricular valve morphogenesis(GO:0003181)	20774, 343, 23, 1	2.633	0.514122978874	0.774947905159	23
adenylate cyclase-activating dopamine receptor signaling pathway(GO:0007191)	20774, 992, 12, 2	3.49	0.21621524076	0.508189287019	12
activation of adenylate cyclase activity(GO:0007190)	20774, 512, 21, 1	1.932	0.57714509064	0.822254599072	21
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway(GO:0007193)	20774, 596, 70, 1	0.498	0.965389646174	1.0	70
adenylate cyclase-inhibiting dopamine receptor signaling pathway(GO:0007195)	20774, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of adenylate cyclase activity(GO:0007194)	20774, 0, 15, 0	0.0	1.0	1.0	15
urate metabolic process(GO:0046415)	20774, 0, 12, 0	0.0	1.0	1.0	12
deoxyribonucleotide catabolic process(GO:0009264)	20774, 210, 11, 1	8.993	0.200142620579	0.488553268695	11
response to bacterium(GO:0009617)	20774, 170, 466, 14	3.671	0.000538467677167	0.00883829704592	466
negative regulation of cell maturation(GO:1903430)	20774, 0, 13, 0	0.0	1.0	1.0	13
endocrine pancreas development(GO:0031018)	20774, 0, 26, 0	0.0	1.0	1.0	26
regulation of TORC1 signaling(GO:1903432)	20774, 1789, 31, 4	1.498	0.506991742717	0.770523849084	31
regulation of phosphatase activity(GO:0010921)	20774, 1819, 120, 21	1.999	0.0132773084157	0.0865753261081	120
positive regulation of phosphatase activity(GO:0010922)	20774, 408, 30, 5	8.486	0.00167641024328	0.0198500317363	30
pancreas development(GO:0031016)	20774, 46, 32, 1	14.113	0.206336698777	0.495041676501	32
positive regulation of carbohydrate metabolic process(GO:0045913)	20774, 325, 80, 1	0.799	0.921178975058	1.0	80
morphogenesis of embryonic epithelium(GO:0016331)	20774, 0, 32, 0	0.0	1.0	1.0	32
cellular component assembly involved in morphogenesis(GO:0010927)	20774, 146, 71, 1	2.004	0.722048410514	0.914325733985	71
negative regulation of cardiac muscle cell proliferation(GO:0060044)	20774, 0, 18, 0	0.0	1.0	1.0	18
positive regulation of cardiac muscle cell proliferation(GO:0060045)	20774, 702, 27, 3	3.288	0.17907613352	0.455100051017	27
regulation of acrosome reaction(GO:0060046)	20774, 1956, 16, 1	0.664	0.794732738431	0.964786491949	16
heart contraction(GO:0060047)	20774, 1948, 17, 1	0.627	0.812793989445	0.977889025258	17
response to antibiotic(GO:0046677)	20774, 512, 272, 12	1.79	0.221174905321	0.514230380942	272
negative regulation of insulin secretion(GO:0046676)	20774, 46, 53, 2	17.042	0.0350552974223	0.16636412336	53
retina morphogenesis in camera-type eye(GO:0060042)	20774, 0, 14, 0	0.0	1.0	1.0	14
regulation of cardiac muscle cell proliferation(GO:0060043)	20774, 59, 50, 1	7.042	0.363109123108	0.656930754122	50
muscle structure development(GO:0061061)	20774, 410, 86, 2	1.178	0.822383107044	0.984543156321	86
positive regulation of peptidyl-serine phosphorylation(GO:0033138)	20774, 454, 124, 8	2.952	0.0398788238846	0.181129009247	124
negative regulation of establishment of protein localization(GO:1904950)	20774, 81, 198, 5	6.476	0.0106951746547	0.0736744303277	198
positive regulation of establishment of protein localization(GO:1904951)	20774, 1638, 434, 53	1.549	0.0121275009749	0.0807369295673	434
cardiac muscle contraction(GO:0060048)	20774, 1572, 50, 3	0.793	0.898859377461	1.0	50
regulation of protein glycosylation(GO:0060049)	20774, 1990, 14, 1	0.746	0.755915810746	0.93945797619	14
regulation of protein localization to cell surface(GO:2000008)	20774, 401, 40, 3	3.885	0.152301640906	0.419379653231	40
regulation of cardiac muscle cell contraction(GO:0086004)	20774, 0, 34, 0	0.0	1.0	1.0	34
ventricular cardiac muscle cell action potential(GO:0086005)	20774, 0, 16, 0	0.0	1.0	1.0	16
cardiac muscle cell action potential(GO:0086001)	20774, 0, 32, 0	0.0	1.0	1.0	32
deoxyribose phosphate biosynthetic process(GO:0046385)	20774, 1734, 12, 1	0.998	0.652844258071	0.873394791574	12
meiotic cell cycle(GO:0051321)	20774, 185, 148, 3	2.276	0.482935693335	0.753758881331	148
regulation of smooth muscle cell apoptotic process(GO:0034391)	20774, 87, 29, 2	16.468	0.0304398991349	0.151880419164	29
negative regulation of dephosphorylation(GO:0035305)	20774, 1989, 90, 13	1.509	0.316328921969	0.613146424642	90
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043162)	20774, 1280, 15, 1	1.082	0.655024756036	0.873855896505	15
negative regulation of smooth muscle cell apoptotic process(GO:0034392)	20774, 59, 12, 1	29.342	0.0867242524756	0.298931851816	12
membrane repolarization(GO:0086009)	20774, 0, 18, 0	0.0	1.0	1.0	18
telomere localization(GO:0034397)	20774, 1961, 12, 1	0.883	0.695916553267	0.902605665817	12
indole-containing compound metabolic process(GO:0042430)	20774, 61, 21, 1	16.217	0.163454237884	0.435722799545	21
regulation of protein modification by small protein conjugation or removal(GO:1903320)	20774, 1923, 219, 41	2.022	0.000148375627463	0.00321025552282	219
negative regulation of protein modification by small protein conjugation or removal(GO:1903321)	20774, 1923, 82, 12	1.581	0.277476618359	0.578398985461	82
positive regulation of protein modification by small protein conjugation or removal(GO:1903322)	20774, 1914, 129, 26	2.188	0.00115649695023	0.0152069764727	129
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment(GO:0043369)	20774, 1102, 17, 8	8.871	6.81923134595e-06	0.000253590165678	17
branching involved in mammary gland duct morphogenesis(GO:0060444)	20774, 1244, 22, 3	2.277	0.308726017003	0.6062441588	22
branching involved in salivary gland morphogenesis(GO:0060445)	20774, 0, 15, 0	0.0	1.0	1.0	15
granulocyte migration(GO:0097530)	20774, 693, 94, 6	1.913	0.335314399534	0.633623081295	94
monosaccharide biosynthetic process(GO:0046364)	20774, 1964, 33, 5	1.603	0.425696144338	0.712854708558	33
post-Golgi vesicle-mediated transport(GO:0006892)	20774, 1706, 86, 12	1.699	0.20572441186	0.494739031572	86
dendritic cell differentiation(GO:0097028)	20774, 422, 31, 4	6.352	0.01790123117	0.107303035016	31
cell junction maintenance(GO:0034331)	20774, 149, 17, 1	8.201	0.242446684544	0.538886261568	17
calcium ion regulated exocytosis(GO:0017156)	20774, 445, 52, 2	1.796	0.601543039678	0.838215711027	52
regulation of exocytosis(GO:0017157)	20774, 495, 240, 10	1.749	0.309743357713	0.607991085656	240
regulation of ER to Golgi vesicle-mediated transport(GO:0060628)	20774, 736, 17, 5	8.302	0.00115325637792	0.0152069764727	17
establishment of protein localization to chromosome(GO:0070199)	20774, 940, 13, 3	5.1	0.0564382845642	0.226186462199	13
phospholipid metabolic process(GO:0006644)	20774, 1896, 287, 34	1.298	0.345342557678	0.643377915673	287
negative regulation of cell activation(GO:0050866)	20774, 933, 195, 32	3.654	4.49036662937e-09	4.19100885408e-07	195
membrane lipid metabolic process(GO:0006643)	20774, 1793, 160, 18	1.303	0.493683211935	0.760394597075	160
triglyceride metabolic process(GO:0006641)	20774, 71, 63, 3	13.933	0.00877636005185	0.0652741778857	63
regulation of extracellular matrix organization(GO:1903053)	20774, 146, 39, 1	3.648	0.493936994571	0.760394597075	39
glycolipid biosynthetic process(GO:0009247)	20774, 1148, 57, 8	2.54	0.0651169097657	0.247398462305	57
negative regulation of cytokine production involved in inflammatory response(GO:1900016)	20774, 1627, 16, 3	2.394	0.251699187772	0.550591973252	16
regulation of vesicle-mediated transport(GO:0060627)	20774, 776, 552, 40	1.94	0.000916176540759	0.0127514629649	552
dopamine metabolic process(GO:0042417)	20774, 384, 28, 1	1.932	0.6164053204	0.848165956301	28
dopamine biosynthetic process(GO:0042416)	20774, 0, 12, 0	0.0	1.0	1.0	12
norepinephrine metabolic process(GO:0042415)	20774, 1155, 17, 3	3.174	0.165297578687	0.438337868831	17
intra-Golgi vesicle-mediated transport(GO:0006891)	20774, 1768, 26, 7	3.163	0.022606532492	0.126745694537	26
nephron development(GO:0072006)	20774, 0, 12, 0	0.0	1.0	1.0	12
regulation of vitamin metabolic process(GO:0030656)	20774, 87, 15, 2	31.838	0.00792731604029	0.0620625400523	15
protein localization to chromosome, telomeric region(GO:0070198)	20774, 716, 13, 2	4.464	0.158051965146	0.426973526728	13
branching involved in ureteric bud morphogenesis(GO:0001658)	20774, 1935, 48, 2	0.447	0.974525493578	1.0	48
inner ear development(GO:0048839)	20774, 32, 65, 2	19.975	0.0283038038306	0.14657315514	65
regulation of epithelial cell proliferation(GO:0050678)	20774, 96, 350, 4	2.473	0.383411043894	0.676165279831	350
positive regulation of epithelial cell proliferation(GO:0050679)	20774, 146, 197, 4	2.889	0.258686732787	0.556416108479	197
complement activation, classical pathway(GO:0006958)	20774, 0, 29, 0	0.0	1.0	1.0	29
positive regulation of mitochondrial depolarization(GO:0051901)	20774, 0, 11, 0	0.0	1.0	1.0	11
maturation of SSU-rRNA(GO:0030490)	20774, 1901, 33, 6	1.987	0.223240954005	0.517032699298	33
regulation of supramolecular fiber organization(GO:1902903)	20774, 1397, 347, 37	1.586	0.0359778185565	0.169056679495	347
fatty acid elongation(GO:0030497)	20774, 750, 14, 2	3.957	0.18937712188	0.4722027764	14
epithelial cell proliferation(GO:0050673)	20774, 122, 97, 2	3.511	0.377468201941	0.671932924921	97
positive regulation of extracellular matrix organization(GO:1903055)	20774, 146, 21, 1	6.776	0.302085936331	0.599935486017	21
regulation of pinocytosis(GO:0048548)	20774, 1782, 11, 3	3.179	0.136043579185	0.394137210542	11
G protein-coupled receptor internalization(GO:0002031)	20774, 1393, 13, 1	1.147	0.619135843622	0.849325546668	13
alcohol metabolic process(GO:0006066)	20774, 1907, 259, 25	1.052	0.852392197674	1.0	259
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890)	20774, 1753, 38, 6	1.871	0.273457780488	0.573811365673	38
glucose metabolic process(GO:0006006)	20774, 57, 92, 2	7.923	0.136448489103	0.39506983463	92
digestive tract morphogenesis(GO:0048546)	20774, 609, 22, 1	1.551	0.636439258548	0.863550276457	22
response to steroid hormone(GO:0048545)	20774, 583, 123, 7	2.028	0.259333216331	0.556598851469	123
regulation of chromatin organization(GO:1902275)	20774, 940, 192, 19	2.187	0.0113645695322	0.0767969542169	192
nucleoside monophosphate biosynthetic process(GO:0009124)	20774, 1835, 30, 5	1.887	0.298026643421	0.598243611013	30
embryonic foregut morphogenesis(GO:0048617)	20774, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of protein localization to membrane(GO:1905477)	20774, 1638, 102, 13	1.616	0.246300671428	0.54453840966	102
cell cycle G2/M phase transition(GO:0044839)	20774, 1491, 38, 5	1.833	0.342344254938	0.639544212521	38
DNA geometric change(GO:0032392)	20774, 511, 37, 4	4.395	0.0576925144059	0.229418451895	37
organelle transport along microtubule(GO:0072384)	20774, 1977, 69, 16	2.437	0.00475518498663	0.0426265170176	69
epithelium development(GO:0060429)	20774, 282, 189, 4	1.559	0.672959160154	0.885619464289	189
protein localization to cytoskeleton(GO:0044380)	20774, 1004, 43, 6	2.887	0.0764000652447	0.27422559476	43
collagen catabolic process(GO:0030574)	20774, 615, 32, 1	1.056	0.791100278763	0.963078600233	32
positive regulation of interferon-gamma production(GO:0032729)	20774, 724, 74, 15	5.816	4.33326654883e-07	2.48510226174e-05	74
regulation of gamma-aminobutyric acid secretion(GO:0014052)	20774, 0, 11, 0	0.0	1.0	1.0	11
purine-containing compound metabolic process(GO:0072521)	20774, 1995, 336, 43	1.333	0.200598455196	0.488913797609	336
prepulse inhibition(GO:0060134)	20774, 1242, 17, 1	0.984	0.698404083189	0.903787357743	17
maternal process involved in female pregnancy(GO:0060135)	20774, 1300, 24, 7	4.661	0.00256226419661	0.0273461380625	24
regulation of lipid kinase activity(GO:0043550)	20774, 72, 49, 1	5.888	0.402384476358	0.694218958849	49
terpenoid biosynthetic process(GO:0016114)	20774, 1311, 13, 1	1.219	0.603902992134	0.83883018703	13
glycerolipid biosynthetic process(GO:0045017)	20774, 1428, 109, 13	1.735	0.180051380179	0.456117386722	109
specification of symmetry(GO:0009799)	20774, 59, 89, 1	3.956	0.563171551937	0.810748709459	89
piRNA metabolic process(GO:0034587)	20774, 0, 18, 0	0.0	1.0	1.0	18
ovulation(GO:0030728)	20774, 0, 17, 0	0.0	1.0	1.0	17
positive regulation of cardiac muscle cell differentiation(GO:2000727)	20774, 1681, 28, 8	3.531	0.00636127257898	0.0524777425927	28
actin nucleation(GO:0045010)	20774, 1729, 27, 5	2.225	0.194349812605	0.479826300829	27
regulation of oogenesis(GO:1905879)	20774, 475, 12, 1	3.645	0.359210589365	0.653822218039	12
pyridine-containing compound metabolic process(GO:0072524)	20774, 1964, 109, 20	1.941	0.0209783238987	0.120309423805	109
regulation of postsynaptic density organization(GO:1905874)	20774, 1779, 19, 1	0.615	0.821329422414	0.98414077431	19
positive regulation of superoxide anion generation(GO:0032930)	20774, 646, 19, 3	5.078	0.0678197696144	0.253259012041	19
plasminogen activation(GO:0031639)	20774, 1932, 12, 1	0.896	0.690413925246	0.897424982024	12
zymogen activation(GO:0031638)	20774, 589, 53, 2	1.331	0.730222704522	0.919783030835	53
negative regulation of nitric oxide biosynthetic process(GO:0045019)	20774, 63, 17, 1	19.397	0.134025116408	0.390667210106	17
sodium ion import across plasma membrane(GO:0098719)	20774, 0, 14, 0	0.0	1.0	1.0	14
phasic smooth muscle contraction(GO:0014821)	20774, 0, 20, 0	0.0	1.0	1.0	20
Golgi to vacuole transport(GO:0006896)	20774, 1601, 15, 4	3.46	0.0715338721921	0.263865339852	15
blood vessel development(GO:0001568)	20774, 467, 160, 8	2.224	0.161748764479	0.433028188368	160
regulation of neuroblast proliferation(GO:1902692)	20774, 389, 37, 3	4.33	0.120202021167	0.363657676755	37
tissue morphogenesis(GO:0048729)	20774, 96, 435, 3	1.492	0.808764294243	0.97609483788	435
tonic smooth muscle contraction(GO:0014820)	20774, 1603, 12, 1	1.08	0.627987559082	0.856755741252	12
lymphoid progenitor cell differentiation(GO:0002320)	20774, 874, 13, 2	3.657	0.208214853116	0.498041558207	13
natural killer cell activation involved in immune response(GO:0002323)	20774, 473, 30, 2	2.928	0.347033681683	0.645056433057	30
pyrimidine-containing compound metabolic process(GO:0072527)	20774, 1761, 51, 8	1.85	0.221248701716	0.514230380942	51
immature B cell differentiation(GO:0002327)	20774, 0, 13, 0	0.0	1.0	1.0	13
activation of cysteine-type endopeptidase activity involved in apoptotic process(GO:0006919)	20774, 1844, 72, 18	2.816	0.000419075526218	0.00741561154199	72
chloride transmembrane transport(GO:1902476)	20774, 0, 40, 0	0.0	1.0	1.0	40
autophagy(GO:0006914)	20774, 1957, 188, 32	1.807	0.00740165972062	0.0587198337836	188
regulation of protein localization to synapse(GO:1902473)	20774, 714, 29, 1	1.003	0.780262789105	0.956490053087	29
nucleocytoplasmic transport(GO:0006913)	20774, 1869, 183, 23	1.397	0.297996289359	0.598243611013	183
signal release(GO:0023061)	20774, 419, 145, 2	0.684	0.970406075266	1.0	145
phagocytosis, engulfment(GO:0006911)	20774, 495, 35, 2	2.398	0.435289379331	0.71843878142	35
negative regulation of RNA biosynthetic process(GO:1902679)	20774, 869, 1130, 73	1.544	0.00268720508762	0.0283544064555	1130
nucleobase metabolic process(GO:0009112)	20774, 1835, 35, 5	1.617	0.42109794506	0.711799083269	35
vitamin catabolic process(GO:0009111)	20774, 0, 12, 0	0.0	1.0	1.0	12
vitamin biosynthetic process(GO:0009110)	20774, 892, 12, 2	3.882	0.190407016229	0.473530510579	12
nucleotide metabolic process(GO:0009117)	20774, 1995, 399, 54	1.409	0.0571752694118	0.227934909883	399
nucleoside metabolic process(GO:0009116)	20774, 1856, 82, 13	1.774	0.141703163022	0.403896440708	82
aminoglycan biosynthetic process(GO:0006023)	20774, 1739, 41, 7	2.04	0.178748156883	0.454752125475	41
ribonucleoside metabolic process(GO:0009119)	20774, 1835, 62, 10	1.826	0.1790706734	0.455100051017	62
monocarboxylic acid metabolic process(GO:0032787)	20774, 57, 451, 3	2.424	0.529710233039	0.786243489888	451
ruffle organization(GO:0031529)	20774, 1357, 23, 3	1.997	0.375647484506	0.669740847679	23
response to calcium ion(GO:0051592)	20774, 31, 128, 1	5.235	0.522544391679	0.780210572268	128
regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway(GO:0039531)	20774, 792, 18, 1	1.457	0.636777619824	0.863550276457	18
protein palmitoylation(GO:0018345)	20774, 1540, 33, 5	2.044	0.261360162147	0.558986554045	33
regulation of RIG-I signaling pathway(GO:0039535)	20774, 792, 15, 1	1.749	0.569597868829	0.817308152686	15
cellular extravasation(GO:0045123)	20774, 39, 14, 1	38.048	0.0753433444645	0.272311556303	14
positive regulation of neurotransmitter transport(GO:0051590)	20774, 613, 47, 2	1.442	0.683069879032	0.891286355316	47
regulation of bone resorption(GO:0045124)	20774, 1603, 50, 3	0.778	0.903242944318	1.0	50
walking behavior(GO:0090659)	20774, 633, 47, 2	1.397	0.69695310663	0.902720214302	47
coronary vasculature development(GO:0060976)	20774, 93, 40, 1	5.584	0.396840347401	0.689401479427	40
glycosaminoglycan biosynthetic process(GO:0006024)	20774, 1739, 32, 5	1.867	0.310209242404	0.608592755065	32
regulation of epithelial tube formation(GO:1905276)	20774, 1352, 19, 1	0.809	0.758181768485	0.940342396585	19
negative regulation of chromosome organization(GO:2001251)	20774, 1961, 129, 20	1.642	0.107844481878	0.338838108078	129
ossification(GO:0001503)	20774, 772, 129, 4	0.834	0.944726601334	1.0	129
positive regulation of developmental growth(GO:0048639)	20774, 1311, 210, 16	1.207	0.677581897833	0.888509596057	210
regulation of developmental growth(GO:0048638)	20774, 178, 394, 7	2.073	0.301655775149	0.599935486017	394
