# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
microfibril(GO:0001527)	20933, 1855, 11, 1	1.026	0.640836635658	0.924367065882	11
calyx of Held(GO:0044305)	20933, 0, 29, 0	0.0	1.0	1.0	29
neuron projection terminus(GO:0044306)	20933, 280, 141, 3	1.591	0.689062594261	0.963481395477	141
centrosome(GO:0005813)	20933, 1906, 487, 74	1.669	0.000151258339962	0.00345193140128	487
lipid droplet(GO:0005811)	20933, 1434, 77, 9	1.706	0.286658676596	0.546790729387	77
neuron spine(GO:0044309)	20933, 1907, 178, 18	1.11	0.772078185803	1.0	178
centriole(GO:0005814)	20933, 1851, 109, 22	2.283	0.0019201033818	0.0222870450819	109
microtubule organizing center(GO:0005815)	20933, 1913, 628, 86	1.498	0.00158076837182	0.0187057590665	628
secondary lysosome(GO:0005767)	20933, 670, 13, 3	7.21	0.0255904735721	0.127752442286	13
postsynaptic density, intracellular component(GO:0099092)	20933, 1525, 31, 3	1.328	0.621971017857	0.907396073996	31
postsynaptic specialization, intracellular component(GO:0099091)	20933, 83, 37, 2	13.633	0.045278006029	0.17970587486	37
polysomal ribosome(GO:0042788)	20933, 28, 29, 1	25.78	0.128588128448	0.343755747026	29
transcriptional repressor complex(GO:0017053)	20933, 61, 81, 2	8.473	0.119301566281	0.331450873276	81
lamellipodium(GO:0030027)	20933, 184, 153, 5	3.718	0.0776299700059	0.25308954507	153
specific granule(GO:0042581)	20933, 1584, 13, 1	1.017	0.651620449704	0.932438172677	13
nuclear body(GO:0016604)	20933, 1980, 657, 87	1.4	0.0109353884514	0.0751367012952	657
endonuclease complex(GO:1905348)	20933, 1540, 28, 1	0.485	0.899151381663	1.0	28
zymogen granule membrane(GO:0042589)	20933, 479, 14, 2	6.243	0.107352767974	0.313234788747	14
zymogen granule(GO:0042588)	20933, 83, 11, 1	22.928	0.100625536578	0.294952834283	11
growth cone part(GO:0090723)	20933, 0, 19, 0	0.0	1.0	1.0	19
extrinsic component of postsynaptic membrane(GO:0098890)	20933, 1000, 16, 2	2.617	0.32625163968	0.589006563868	16
intrinsic component of postsynaptic density membrane(GO:0099146)	20933, 1781, 78, 1	0.151	0.999255667866	1.0	78
terminal bouton(GO:0043195)	20933, 113, 86, 1	2.154	0.720090878119	0.974992544375	86
axon initial segment(GO:0043194)	20933, 957, 21, 1	1.042	0.738328361202	0.984951613378	21
varicosity(GO:0043196)	20933, 0, 16, 0	0.0	1.0	1.0	16
dendritic shaft(GO:0043198)	20933, 1974, 67, 5	0.791	0.931200882018	1.0	67
mitochondria-associated endoplasmic reticulum membrane(GO:0044233)	20933, 102, 12, 1	17.102	0.129110139728	0.343755747026	12
organelle membrane contact site(GO:0044232)	20933, 102, 25, 2	16.418	0.0295689801714	0.136917234272	25
early endosome(GO:0005769)	20933, 1582, 223, 41	2.433	1.72897222337e-06	6.9050828171e-05	223
endopeptidase complex(GO:1905369)	20933, 1956, 63, 11	1.869	0.136319370481	0.355543174437	63
contractile fiber(GO:0043292)	20933, 1761, 62, 2	0.383	0.989104300734	1.0	62
apical junction complex(GO:0043296)	20933, 726, 23, 1	1.254	0.695192601051	0.96876626128	23
spindle(GO:0005819)	20933, 2000, 142, 30	2.211	0.000314913571804	0.00628843038695	142
actin filament bundle(GO:0032432)	20933, 24, 87, 2	20.051	0.0314686654915	0.139642203119	87
filopodium tip(GO:0032433)	20933, 892, 18, 1	1.304	0.663239392965	0.937632681647	18
pericentriolar material(GO:0000242)	20933, 13, 21, 1	76.678	0.0499143918985	0.1898529549	21
peroxisomal matrix(GO:0005782)	20933, 1911, 18, 1	0.609	0.822191092765	1.0	18
cuticular plate(GO:0032437)	20933, 0, 11, 0	0.0	1.0	1.0	11
microtubule plus-end(GO:0035371)	20933, 1426, 23, 4	2.553	0.185289674514	0.417853053033	23
organelle envelope lumen(GO:0031970)	20933, 1932, 85, 18	2.294	0.00522266515392	0.0439116188599	85
membrane-enclosed lumen(GO:0031974)	20933, 1932, 297, 48	1.751	0.00126431846434	0.0168312395565	297
endoplasmic reticulum membrane(GO:0005789)	20933, 317, 323, 13	2.658	0.014851443788	0.0943627613037	323
nuclear membrane microtubule tethering complex(GO:0106094)	20933, 1777, 11, 4	4.284	0.0332347344485	0.143944724632	11
membrane coat(GO:0030117)	20933, 1877, 64, 13	2.265	0.0253567693782	0.127752442286	64
cation-transporting ATPase complex(GO:0090533)	20933, 0, 11, 0	0.0	1.0	1.0	11
Sm-like protein family complex(GO:0120114)	20933, 1933, 71, 13	1.983	0.0677560192562	0.234352081374	71
neuron to neuron synapse(GO:0098984)	20933, 1660, 67, 3	0.565	0.975112685789	1.0	67
clathrin coat(GO:0030118)	20933, 1861, 15, 2	1.5	0.523676810418	0.824210546447	15
GABA-ergic synapse(GO:0098982)	20933, 1611, 103, 2	0.252	0.999576483936	1.0	103
Golgi cisterna membrane(GO:0032580)	20933, 1187, 15, 4	4.703	0.0308463444808	0.138808550164	15
cell junction(GO:0030054)	20933, 69, 1097, 7	1.936	0.415176120522	0.705578566526	1097
cholinergic synapse(GO:0098981)	20933, 1532, 16, 1	0.854	0.720248997855	0.974992544375	16
cell cortex(GO:0005938)	20933, 3, 166, 1	42.034	0.144749592557	0.367043609698	166
haptoglobin-hemoglobin complex(GO:0031838)	20933, 0, 13, 0	0.0	1.0	1.0	13
vacuole(GO:0005773)	20933, 1919, 450, 78	1.891	6.90422708139e-07	3.3936931577e-05	450
multivesicular body(GO:0005771)	20933, 1755, 32, 3	1.118	0.711880012927	0.974619337661	32
late endosome(GO:0005770)	20933, 1210, 153, 15	1.696	0.175032638365	0.410438116269	153
autophagosome(GO:0005776)	20933, 1727, 57, 11	2.339	0.0367530414846	0.15250125655	57
spindle pole(GO:0000922)	20933, 1374, 107, 19	2.705	0.000674989206442	0.0102694786409	107
actomyosin(GO:0042641)	20933, 24, 87, 2	20.051	0.0314686654915	0.139642203119	87
Ada2/Gcn5/Ada3 transcription activator complex(GO:0005671)	20933, 495, 14, 1	3.021	0.413809843816	0.705131973862	14
transcription factor TFIIH holo complex(GO:0005675)	20933, 1050, 12, 1	1.661	0.5199332353	0.820339104585	12
phagocytic cup(GO:0001891)	20933, 349, 19, 3	9.471	0.016273926286	0.0990384656834	19
late endosome membrane(GO:0031902)	20933, 1289, 40, 4	1.624	0.483639537615	0.787193570704	40
early endosome membrane(GO:0031901)	20933, 1676, 42, 9	2.676	0.0284025815828	0.133450364937	42
GABA receptor complex(GO:1902710)	20933, 0, 21, 0	0.0	1.0	1.0	21
nucleotide-activated protein kinase complex(GO:0031588)	20933, 195, 13, 1	8.258	0.229975192298	0.475579766597	13
cell division site part(GO:0032155)	20933, 1977, 52, 13	2.647	0.00573098958464	0.0453338295857	52
cleavage furrow(GO:0032154)	20933, 1977, 42, 9	2.269	0.068948656179	0.234352081374	42
septin cytoskeleton(GO:0032156)	20933, 234, 15, 3	17.891	0.00233459575069	0.0252848590626	15
mitotic spindle midzone(GO:1990023)	20933, 1947, 14, 5	3.84	0.0254430555788	0.127752442286	14
somatodendritic compartment(GO:0036477)	20933, 0, 19, 0	0.0	1.0	1.0	19
nuclear cyclin-dependent protein kinase holoenzyme complex(GO:0019908)	20933, 0, 13, 0	0.0	1.0	1.0	13
chromocenter(GO:0010369)	20933, 1954, 17, 6	3.781	0.0146107492905	0.0943057454207	17
photoreceptor inner segment(GO:0001917)	20933, 1997, 55, 5	0.953	0.845453398867	1.0	55
lytic vacuole membrane(GO:0098852)	20933, 1833, 95, 21	2.524	0.000610488631862	0.009752555894	95
plasma membrane region(GO:0098590)	20933, 59, 1064, 4	1.334	0.875631880803	1.0	1064
chromosome, telomeric region(GO:0000781)	20933, 1980, 108, 17	1.664	0.132954907919	0.349622165268	108
condensed nuclear chromosome, centromeric region(GO:0000780)	20933, 1371, 19, 1	0.804	0.758080834509	1.0	19
nuclear telomere cap complex(GO:0000783)	20933, 146, 11, 1	13.034	0.159225306713	0.385904027731	11
chromatin(GO:0000785)	20933, 1063, 446, 42	1.854	0.00142988154142	0.0182738860994	446
nuclear chromosome, telomeric region(GO:0000784)	20933, 1941, 73, 11	1.625	0.265344623559	0.516936629433	73
mediator complex(GO:0016592)	20933, 1549, 36, 10	3.754	0.00136043881861	0.017741232757	36
nuclear nucleosome(GO:0000788)	20933, 867, 38, 7	4.448	0.00490098315851	0.0434962255318	38
glycinergic synapse(GO:0098690)	20933, 1611, 13, 1	1.0	0.656646600477	0.932438172677	13
dopaminergic synapse(GO:0098691)	20933, 0, 16, 0	0.0	1.0	1.0	16
cytoskeleton(GO:0005856)	20933, 1951, 1448, 187	1.386	5.15381972482e-05	0.00149695036553	1448
intermediate filament cytoskeleton(GO:0045111)	20933, 528, 56, 2	1.416	0.711408559738	0.974619337661	56
chylomicron(GO:0042627)	20933, 73, 12, 1	23.896	0.100280148164	0.294952834283	12
eukaryotic translation initiation factor 3 complex(GO:0005852)	20933, 1773, 15, 3	2.361	0.253636154831	0.509665103576	15
photoreceptor outer segment membrane(GO:0042622)	20933, 0, 14, 0	0.0	1.0	1.0	14
A band(GO:0031672)	20933, 668, 22, 1	1.424	0.656463061083	0.932438172677	22
I band(GO:0031674)	20933, 0, 22, 0	0.0	1.0	1.0	22
axonemal dynein complex(GO:0005858)	20933, 859, 21, 1	1.16	0.711998258105	0.974619337661	21
vacuolar proton-transporting V-type ATPase complex(GO:0016471)	20933, 1968, 15, 5	3.546	0.0353155128166	0.150444084599	15
collagen-containing extracellular matrix(GO:0062023)	20933, 729, 354, 12	0.973	0.940030149983	1.0	354
ciliary rootlet(GO:0035253)	20933, 0, 13, 0	0.0	1.0	1.0	13
Golgi cisterna(GO:0031985)	20933, 1073, 47, 8	3.321	0.0155068148569	0.0962024727529	47
phagocytic vesicle(GO:0045335)	20933, 1837, 78, 17	2.484	0.00298465308207	0.0297998956162	78
clathrin-coated endocytic vesicle(GO:0045334)	20933, 723, 13, 1	2.227	0.491342086168	0.788863299149	13
endomembrane system(GO:0012505)	20933, 1837, 43, 10	2.65	0.0191866184968	0.106610862778	43
vesicle membrane(GO:0012506)	20933, 1660, 215, 16	0.938	0.942267996738	1.0	215
tricarboxylic acid cycle enzyme complex(GO:0045239)	20933, 1648, 13, 2	1.954	0.396425050712	0.679130314759	13
SMN-Sm protein complex(GO:0034719)	20933, 205, 15, 1	6.807	0.267523784084	0.518023327363	15
axoneme(GO:0005930)	20933, 12, 90, 1	19.382	0.217502944012	0.460963136468	90
phosphatidylinositol 3-kinase complex(GO:0005942)	20933, 939, 27, 3	2.477	0.289096077366	0.549798789991	27
proton-transporting two-sector ATPase complex, catalytic domain(GO:0033178)	20933, 1838, 14, 3	2.441	0.236897926213	0.482094824362	14
axoneme part(GO:0044447)	20933, 859, 34, 1	0.717	0.864791434568	1.0	34
cytosolic part(GO:0044445)	20933, 1927, 259, 47	1.971	7.95834345636e-05	0.00211890894526	259
endosomal part(GO:0044440)	20933, 1826, 220, 29	1.511	0.113261348035	0.321912714887	220
ciliary part(GO:0044441)	20933, 915, 435, 24	1.262	0.563705610099	0.863807877346	435
cell cortex part(GO:0044448)	20933, 974, 197, 17	1.855	0.080249326635	0.255127234097	197
proton-transporting two-sector ATPase complex, proton-transporting domain(GO:0033177)	20933, 1968, 20, 4	2.127	0.257228749603	0.513653659363	20
carboxy-terminal domain protein kinase complex(GO:0032806)	20933, 1050, 21, 1	0.949	0.750849056776	0.999567806834	21
TORC2 complex(GO:0031932)	20933, 1138, 12, 1	1.533	0.536652135885	0.83435697039	12
ISWI-type complex(GO:0031010)	20933, 1032, 11, 4	7.376	0.00574556862137	0.0453338295857	11
oxidoreductase complex(GO:1990204)	20933, 1431, 99, 12	1.773	0.178926603085	0.414253983229	99
myofibril(GO:0030016)	20933, 1292, 45, 1	0.36	0.970859040303	1.0	45
sarcomere(GO:0030017)	20933, 1293, 40, 3	1.214	0.699306726481	0.969321037356	40
CCR4-NOT complex(GO:0030014)	20933, 101, 16, 1	12.954	0.1760972927	0.410679452683	16
extrinsic component of synaptic membrane(GO:0099243)	20933, 1000, 23, 2	1.82	0.495470127455	0.792451039449	23
intrinsic component of synaptic membrane(GO:0099240)	20933, 580, 244, 1	0.148	0.999988831524	1.0	244
DNA polymerase complex(GO:0042575)	20933, 1580, 13, 2	2.038	0.379291528874	0.665844194918	13
Z disc(GO:0030018)	20933, 641, 121, 3	0.81	0.944430506574	1.0	121
proteasome regulatory particle, base subcomplex(GO:0008540)	20933, 1519, 12, 2	2.297	0.328381682589	0.59108702866	12
nuclear periphery(GO:0034399)	20933, 702, 22, 1	1.355	0.669665211202	0.944627086	22
RNA polymerase I complex(GO:0005736)	20933, 1567, 13, 3	3.083	0.151314315051	0.378251776065	13
podosome(GO:0002102)	20933, 142, 24, 2	12.285	0.0462359230982	0.181954249787	24
CatSper complex(GO:0036128)	20933, 1925, 11, 1	0.989	0.654315327078	0.932438172677	11
small nucleolar ribonucleoprotein complex(GO:0005732)	20933, 1540, 26, 4	2.091	0.285286146167	0.545801938325	26
nucleolus(GO:0005730)	20933, 1993, 711, 129	1.906	1.47465027257e-11	3.14100508057e-09	711
nuclear inner membrane(GO:0005637)	20933, 1777, 31, 4	1.52	0.496531250182	0.792451039449	31
mitochondrion(GO:0005739)	20933, 1949, 1697, 244	1.544	5.74817512002e-11	9.18270975422e-09	1697
male germ cell nucleus(GO:0001673)	20933, 1980, 24, 3	1.322	0.600007135505	0.89163851067	24
neuron projection(GO:0043005)	20933, 132, 1229, 4	0.516	0.999876033308	1.0	1229
myelin sheath(GO:0043209)	20933, 817, 192, 16	2.135	0.0301998374431	0.138808550164	192
asymmetric synapse(GO:0032279)	20933, 1660, 23, 3	1.645	0.465730229113	0.777027719069	23
T-tubule(GO:0030315)	20933, 7, 61, 1	49.023	0.0981957765266	0.291119115393	61
ribonuclease P complex(GO:0030677)	20933, 1540, 12, 1	1.133	0.613027113555	0.902590611893	12
cell surface(GO:0009986)	20933, 41, 656, 3	2.335	0.573316367314	0.871685784508	656
transport vesicle membrane(GO:0030658)	20933, 543, 68, 3	1.701	0.576512724545	0.871685784508	68
transcriptionally active chromatin(GO:0035327)	20933, 1909, 26, 5	2.109	0.221320555352	0.465209983125	26
postsynaptic specialization(GO:0099572)	20933, 11, 325, 1	5.855	0.570019730148	0.871393798001	325
AP-2 adaptor complex(GO:0030122)	20933, 1922, 15, 4	2.904	0.114938112985	0.322417742619	15
AP-3 adaptor complex(GO:0030123)	20933, 1518, 12, 4	4.597	0.027708649845	0.133450364937	12
vesicle coat(GO:0030120)	20933, 1795, 36, 10	3.239	0.00393404260858	0.0364326554621	36
COPI vesicle coat(GO:0030126)	20933, 1790, 14, 3	2.506	0.225968723067	0.471875862874	14
COPII vesicle coat(GO:0030127)	20933, 1795, 14, 6	4.998	0.00257248546521	0.0273969702045	14
phagophore assembly site(GO:0000407)	20933, 1046, 25, 4	3.202	0.111999021038	0.321912714887	25
Wnt signalosome(GO:1990909)	20933, 0, 11, 0	0.0	1.0	1.0	11
autophagosome membrane(GO:0000421)	20933, 1939, 16, 6	4.048	0.00956185114506	0.0694320782011	16
vacuolar membrane(GO:0005774)	20933, 1939, 127, 27	2.295	0.000375189683422	0.0070513590502	127
midbody(GO:0030496)	20933, 2000, 129, 33	2.677	1.67184371345e-06	6.9050828171e-05	129
beta-catenin-TCF complex(GO:1990907)	20933, 827, 11, 1	2.301	0.442892424528	0.746723639243	11
mitochondrial envelope(GO:0005740)	20933, 471, 18, 3	7.407	0.0283304235978	0.133450364937	18
astrocyte projection(GO:0097449)	20933, 747, 14, 1	2.002	0.52777248521	0.825351998812	14
nBAF complex(GO:0071565)	20933, 1983, 15, 2	1.407	0.55637269723	0.856679888023	15
npBAF complex(GO:0071564)	20933, 1983, 12, 1	0.88	0.697191578997	0.96876626128	12
intrinsic component of postsynaptic membrane(GO:0098936)	20933, 580, 178, 1	0.203	0.999760202513	1.0	178
apical dendrite(GO:0097440)	20933, 1179, 26, 1	0.683	0.843851591103	1.0	26
Golgi membrane(GO:0000139)	20933, 1203, 189, 23	2.118	0.00595101286047	0.0458156291306	189
stereocilium bundle(GO:0032421)	20933, 1578, 15, 1	0.884	0.704242888676	0.974050229143	15
actin cytoskeleton(GO:0015629)	20933, 1020, 203, 20	2.022	0.0203739601926	0.109403029942	203
stereocilium(GO:0032420)	20933, 1578, 40, 2	0.663	0.908262529414	1.0	40
inflammasome complex(GO:0061702)	20933, 546, 15, 2	5.112	0.142133808653	0.363458795539	15
acetylcholine-gated channel complex(GO:0005892)	20933, 0, 16, 0	0.0	1.0	1.0	16
voltage-gated calcium channel complex(GO:0005891)	20933, 1925, 40, 1	0.272	0.979212228377	1.0	40
nucleotide-excision repair complex(GO:0000109)	20933, 1888, 13, 4	3.412	0.0704749812874	0.237758083845	13
dendritic spine membrane(GO:0032591)	20933, 0, 11, 0	0.0	1.0	1.0	11
dendrite membrane(GO:0032590)	20933, 1781, 40, 3	0.882	0.840093304505	1.0	40
SNARE complex(GO:0031201)	20933, 1346, 46, 7	2.367	0.112723614149	0.321912714887	46
Sin3-type complex(GO:0070822)	20933, 1572, 16, 4	3.329	0.081622045657	0.255127234097	16
meiotic spindle(GO:0072687)	20933, 487, 12, 2	7.164	0.0807932057905	0.255127234097	12
mitotic spindle(GO:0072686)	20933, 2000, 71, 15	2.211	0.0164346841457	0.0990732374443	71
myosin filament(GO:0032982)	20933, 1977, 17, 1	0.623	0.814995561897	1.0	17
plasma membrane bounded cell projection cytoplasm(GO:0032838)	20933, 1670, 47, 5	1.333	0.605001921198	0.894997412355	47
dendrite cytoplasm(GO:0032839)	20933, 1624, 31, 3	1.247	0.652328417629	0.932438172677	31
exocytic vesicle(GO:0070382)	20933, 1258, 190, 13	1.139	0.776848971915	1.0	190
bounding membrane of organelle(GO:0098588)	20933, 1837, 813, 108	1.514	0.000175593435638	0.00368912384934	813
intraciliary transport particle B(GO:0030992)	20933, 1462, 22, 3	1.952	0.375199184429	0.664133736428	22
catenin complex(GO:0016342)	20933, 0, 28, 0	0.0	1.0	1.0	28
early phagosome(GO:0032009)	20933, 597, 11, 1	3.188	0.390910410484	0.673293132883	11
ruffle membrane(GO:0032587)	20933, 158, 69, 2	3.84	0.316237226844	0.585726341894	69
host cell part(GO:0033643)	20933, 1404, 19, 2	1.569	0.526433143714	0.825351998812	19
cytoplasmic side of membrane(GO:0098562)	20933, 1049, 70, 12	3.421	0.00149582117525	0.0182792446291	70
intrinsic component of synaptic vesicle membrane(GO:0098563)	20933, 889, 63, 4	1.495	0.593641021776	0.886660383599	63
Golgi-associated vesicle(GO:0005798)	20933, 1907, 79, 14	1.945	0.0670188460547	0.234352081374	79
condensed chromosome, centromeric region(GO:0000779)	20933, 1866, 25, 5	2.244	0.186017003887	0.417853053033	25
M band(GO:0031430)	20933, 0, 22, 0	0.0	1.0	1.0	22
chromosome, centromeric region(GO:0000775)	20933, 1937, 153, 28	1.978	0.00372054892977	0.0354840412854	153
kinetochore(GO:0000776)	20933, 1784, 127, 21	1.94	0.0190217054588	0.106610862778	127
condensed chromosome kinetochore(GO:0000777)	20933, 292, 23, 2	6.234	0.124402903732	0.338270023339	23
microvillus membrane(GO:0031528)	20933, 875, 18, 2	2.658	0.324437933939	0.589006563868	18
exosome (RNase complex)(GO:0000178)	20933, 1909, 24, 5	2.284	0.175351495683	0.410438116269	24
cis-Golgi network(GO:0005801)	20933, 1187, 43, 2	0.82	0.865899841139	1.0	43
pronucleus(GO:0045120)	20933, 1980, 23, 5	2.298	0.171435531126	0.405730756998	23
trans-Golgi network(GO:0005802)	20933, 1992, 188, 33	1.845	0.00445940655013	0.0407080112219	188
nuclear exosome (RNase complex)(GO:0000176)	20933, 1909, 16, 4	2.741	0.135886475795	0.355543174437	16
cytoplasmic exosome (RNase complex)(GO:0000177)	20933, 804, 14, 2	3.719	0.205367174791	0.441876575673	14
filopodium membrane(GO:0031527)	20933, 875, 16, 3	4.486	0.079965239378	0.255127234097	16
brush border membrane(GO:0031526)	20933, 734, 74, 2	0.771	0.924973032607	1.0	74
retromer complex(GO:0030904)	20933, 597, 21, 2	3.339	0.270476901513	0.522159335549	21
nuclear replication fork(GO:0043596)	20933, 1155, 12, 3	4.531	0.0707637135629	0.237758083845	12
proton-transporting V-type ATPase complex(GO:0033176)	20933, 1968, 18, 5	2.955	0.0730109409247	0.242989537765	18
anchored component of synaptic membrane(GO:0099144)	20933, 1781, 18, 1	0.653	0.801912661976	1.0	18
contractile fiber part(GO:0044449)	20933, 7, 194, 1	15.415	0.3014707832	0.564926189046	194
aminoacyl-tRNA synthetase multienzyme complex(GO:0017101)	20933, 1949, 13, 3	2.479	0.228549827069	0.474166686679	13
micro-ribonucleoprotein complex(GO:0035068)	20933, 277, 111, 1	0.681	0.956261085355	1.0	111
PRC1 complex(GO:0035102)	20933, 0, 15, 0	0.0	1.0	1.0	15
messenger ribonucleoprotein complex(GO:1990124)	20933, 0, 13, 0	0.0	1.0	1.0	13
site of polarized growth(GO:0030427)	20933, 706, 193, 7	1.075	0.864146707544	1.0	193
dendrite(GO:0030425)	20933, 120, 533, 1	0.327	0.999558615511	1.0	533
axon(GO:0030424)	20933, 132, 431, 1	0.368	0.998866447807	1.0	431
phagophore assembly site membrane(GO:0034045)	20933, 0, 12, 0	0.0	1.0	1.0	12
site of DNA damage(GO:0090734)	20933, 1941, 62, 13	2.261	0.0251312633618	0.127752442286	62
cohesin complex(GO:0008278)	20933, 0, 12, 0	0.0	1.0	1.0	12
XY body(GO:0001741)	20933, 0, 21, 0	0.0	1.0	1.0	21
synaptic membrane(GO:0097060)	20933, 56, 369, 1	1.013	0.957008847265	1.0	369
proton-transporting ATP synthase complex, coupling factor F(o)(GO:0045263)	20933, 1726, 11, 3	3.308	0.125403673726	0.339456565344	11
organelle subcompartment(GO:0031984)	20933, 1195, 264, 31	2.057	0.00151574953953	0.0182792446291	264
vesicle(GO:0031982)	20933, 1795, 1787, 196	1.279	0.00297656915431	0.0297998956162	1787
Cul4-RING E3 ubiquitin ligase complex(GO:0080008)	20933, 1853, 31, 3	1.093	0.721765813544	0.974992544375	31
ER membrane protein complex(GO:0072546)	20933, 1867, 11, 2	2.039	0.372075936589	0.660434787445	11
Golgi stack(GO:0005795)	20933, 1195, 27, 6	3.893	0.017422649618	0.102138285375	27
Golgi apparatus(GO:0005794)	20933, 1938, 1253, 159	1.371	0.000481350187762	0.00878807914228	1253
Golgi medial cisterna(GO:0005797)	20933, 1073, 22, 4	3.547	0.0815638734342	0.255127234097	22
rough endoplasmic reticulum(GO:0005791)	20933, 1901, 71, 7	1.086	0.777046291787	1.0	71
smooth endoplasmic reticulum(GO:0005790)	20933, 1500, 31, 6	2.701	0.0828434060996	0.255542044837	31
endoplasmic reticulum-Golgi intermediate compartment(GO:0005793)	20933, 1790, 60, 11	2.144	0.0640932177366	0.22880204544	60
stereocilium tip(GO:0032426)	20933, 349, 20, 1	2.999	0.472308418706	0.781878444438	20
organellar small ribosomal subunit(GO:0000314)	20933, 1860, 28, 6	2.412	0.115041072484	0.322417742619	28
organellar large ribosomal subunit(GO:0000315)	20933, 1990, 59, 8	1.426	0.480604759685	0.787193570704	59
nuclear membrane(GO:0031965)	20933, 1899, 227, 27	1.311	0.383573796276	0.669537616082	227
organellar ribosome(GO:0000313)	20933, 1388, 21, 2	1.436	0.577031434815	0.871685784508	21
mitochondrial membrane(GO:0031966)	20933, 1948, 555, 88	1.704	1.05061572631e-05	0.000353338657428	555
transferase complex(GO:1990234)	20933, 1869, 725, 106	1.638	6.2319400098e-06	0.000221233870348	725
extracellular matrix(GO:0031012)	20933, 122, 469, 2	0.732	0.986425671603	1.0	469
Flemming body(GO:0090543)	20933, 719, 15, 4	7.764	0.00594200258336	0.0458156291306	15
anchored component of synaptic vesicle membrane(GO:0098993)	20933, 1195, 19, 4	3.688	0.0687652611066	0.234352081374	19
non-motile cilium(GO:0097730)	20933, 12, 47, 1	37.115	0.113349547496	0.321912714887	47
RNA polymerase III transcription factor complex(GO:0090576)	20933, 161, 12, 1	10.835	0.185308265119	0.417853053033	12
RNA polymerase II transcription factor complex(GO:0090575)	20933, 1918, 160, 25	1.705	0.0420781858335	0.169106671369	160
DNA replication factor A complex(GO:0005662)	20933, 1941, 16, 3	2.022	0.331933947767	0.595802788266	16
RNA polymerase II, core complex(GO:0005665)	20933, 1171, 13, 1	1.375	0.574738958252	0.871685784508	13
transcription factor complex(GO:0005667)	20933, 547, 407, 22	2.069	0.0139557491413	0.0909971806256	407
RNA polymerase III complex(GO:0005666)	20933, 255, 18, 1	4.561	0.358926154092	0.638868558397	18
transcription factor TFIID complex(GO:0005669)	20933, 447, 37, 2	2.531	0.417312571886	0.707328205399	37
costamere(GO:0043034)	20933, 7, 18, 1	166.135	0.0248802474186	0.127752442286	18
ciliary membrane(GO:0060170)	20933, 520, 49, 1	0.822	0.883339745854	1.0	49
microtubule cytoskeleton(GO:0015630)	20933, 1947, 170, 25	1.581	0.0950204419277	0.285061325783	170
nuclear chromosome(GO:0000228)	20933, 1980, 95, 19	2.114	0.0100186750577	0.07113259291	95
microtubule end(GO:1990752)	20933, 1426, 30, 5	2.447	0.159772234868	0.385904027731	30
intrinsic component of plasma membrane(GO:0031226)	20933, 75, 1410, 7	1.386	0.783446290086	1.0	1410
intrinsic component of endoplasmic reticulum membrane(GO:0031227)	20933, 429, 119, 6	2.46	0.181161018102	0.416009001794	119
sarcoplasmic reticulum membrane(GO:0033017)	20933, 1829, 23, 2	0.995	0.734724728095	0.984951613378	23
perinuclear region of cytoplasm(GO:0048471)	20933, 1889, 616, 78	1.403	0.0180408975523	0.102929763714	616
endosome membrane(GO:0010008)	20933, 1518, 166, 17	1.412	0.37785354523	0.665404708445	166
HOPS complex(GO:0030897)	20933, 1289, 11, 3	4.429	0.0688497832309	0.234352081374	11
sarcolemma(GO:0042383)	20933, 7, 121, 1	24.714	0.19754414913	0.433782513038	121
parallel fiber to Purkinje cell synapse(GO:0098688)	20933, 1861, 33, 1	0.341	0.954917753324	1.0	33
Schmidt-Lanterman incisure(GO:0043220)	20933, 776, 15, 2	3.597	0.217317476249	0.460963136468	15
Schaffer collateral - CA1 synapse(GO:0098685)	20933, 83, 113, 1	2.232	0.737943577396	0.984951613378	113
photoreceptor ribbon synapse(GO:0098684)	20933, 0, 12, 0	0.0	1.0	1.0	12
chromosomal region(GO:0098687)	20933, 1980, 262, 45	1.816	0.000841176312437	0.012186690928	262
hippocampal mossy fiber to CA3 synapse(GO:0098686)	20933, 907, 47, 1	0.491	0.946480423316	1.0	47
Golgi cis cisterna(GO:0000137)	20933, 0, 11, 0	0.0	1.0	1.0	11
ribosome(GO:0005840)	20933, 1897, 189, 31	1.81	0.00885220714509	0.0654049272234	189
presynaptic membrane(GO:0042734)	20933, 197, 77, 1	1.38	0.817624918389	1.0	77
cortical cytoskeleton(GO:0030863)	20933, 974, 90, 9	2.149	0.124061122957	0.338270023339	90
ESC/E(Z) complex(GO:0035098)	20933, 470, 16, 2	5.567	0.130025615203	0.344756714168	16
mRNA cleavage factor complex(GO:0005849)	20933, 63, 19, 1	17.488	0.148422241434	0.374868823228	19
Golgi trans cisterna(GO:0000138)	20933, 1073, 11, 2	3.547	0.199589162788	0.436772174732	11
cortical actin cytoskeleton(GO:0030864)	20933, 707, 53, 6	3.352	0.0469834917291	0.181954249787	53
