# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
Lysosome(mmu04142)	8447, 891, 124, 27	2.064	0.00236571404362	0.0131804068145	124
Endocytosis(mmu04144)	8447, 726, 267, 49	2.135	5.46809346334e-06	6.561712156e-05	267
Phagosome(mmu04145)	8447, 471, 176, 22	2.242	0.00414577927874	0.0195982293177	176
Glycolysis / Gluconeogenesis(mmu00010)	8447, 1467, 66, 18	1.57	0.16447625946	0.361384457404	66
Pyrimidine metabolism(mmu00240)	8447, 16, 57, 1	9.262	0.384768277546	0.663246975659	57
Malaria(mmu05144)	8447, 46, 49, 3	11.243	0.0176862504311	0.0613123348279	49
Renin-angiotensin system(mmu04614)	8447, 0, 36, 0	0.0	1.0	1.0	36
Glycerophospholipid metabolism(mmu00564)	8447, 154, 97, 2	1.131	0.903969846451	1.0	97
Ether lipid metabolism(mmu00565)	8447, 1512, 47, 6	0.713	0.980197581982	1.0	47
Inositol phosphate metabolism(mmu00562)	8447, 1510, 73, 20	1.533	0.166277919031	0.362788186976	73
Phototransduction(mmu04744)	8447, 1761, 27, 4	0.711	0.95502355554	1.0	27
Glycerolipid metabolism(mmu00561)	8447, 1578, 61, 11	0.965	0.910592294155	1.0	61
Valine, leucine and isoleucine degradation(mmu00280)	8447, 12, 53, 1	13.281	0.303342650196	0.56672399318	53
Colorectal cancer(mmu05210)	8447, 1773, 88, 31	1.678	0.0133258492722	0.0524186731414	88
Fc epsilon RI signaling pathway(mmu04664)	8447, 1648, 66, 18	1.398	0.332944136152	0.607477020348	66
Basal cell carcinoma(mmu05217)	8447, 393, 63, 3	1.024	0.89661773918	1.0	63
NF-kappa B signaling pathway(mmu04064)	8447, 1712, 98, 46	2.316	4.89522323456e-08	1.01820643279e-06	98
Thyroid cancer(mmu05216)	8447, 1273, 37, 10	1.793	0.189015572563	0.398465261078	37
Fc gamma R-mediated phagocytosis(mmu04666)	8447, 1766, 85, 32	1.801	0.00318944635198	0.0165851210303	85
Prostate cancer(mmu05215)	8447, 1377, 97, 25	1.581	0.0790336878318	0.202118939373	97
Arrhythmogenic right ventricular cardiomyopathy (ARVC)(mmu05412)	8447, 412, 72, 3	0.854	0.949928076907	1.0	72
Thyroid hormone synthesis(mmu04918)	8447, 1748, 73, 16	1.059	0.837557577239	1.0	73
RNA transport(mmu03013)	8447, 1489, 166, 39	1.333	0.210977442281	0.435624691753	166
Ribosome(mmu03010)	8447, 1285, 139, 53	2.506	7.00411430238e-10	3.12183380335e-08	139
Steroid biosynthesis(mmu00100)	8447, 1669, 19, 7	1.865	0.212227413931	0.435624691753	19
mRNA surveillance pathway(mmu03015)	8447, 1184, 91, 25	1.96	0.00593834520803	0.0272465250721	91
Pantothenate and CoA biosynthesis(mmu00770)	8447, 678, 18, 1	0.692	0.90352800207	1.0	18
Prolactin signaling pathway(mmu04917)	8447, 1773, 72, 23	1.522	0.12375840415	0.290567808708	72
Melanogenesis(mmu04916)	8447, 615, 100, 6	0.824	0.973355718436	1.0	100
Estrogen signaling pathway(mmu04915)	8447, 624, 134, 10	1.01	0.920319724107	1.0	134
Progesterone-mediated oocyte maturation(mmu04914)	8447, 1335, 90, 18	1.265	0.558249759223	0.853793749399	90
Ovarian steroidogenesis(mmu04913)	8447, 247, 57, 1	0.6	0.974282371917	1.0	57
GnRH signaling pathway(mmu04912)	8447, 624, 90, 8	1.203	0.779596060738	1.0	90
One carbon pool by folate(mmu00670)	8447, 1638, 19, 8	2.171	0.0845982540868	0.212860123186	19
SNARE interactions in vesicular transport(mmu04130)	8447, 564, 32, 6	2.808	0.0916788651748	0.225135373937	32
Amoebiasis(mmu05146)	8447, 186, 104, 7	3.057	0.0618907933333	0.165042115555	104
Cysteine and methionine metabolism(mmu00270)	8447, 587, 49, 4	1.175	0.80838199243	1.0	49
B cell receptor signaling pathway(mmu04662)	8447, 1773, 70, 27	1.838	0.0056414333315	0.0262705552153	70
African trypanosomiasis(mmu05143)	8447, 46, 38, 3	14.497	0.00860196773298	0.037800196235	38
Chagas disease (American trypanosomiasis)(mmu05142)	8447, 997, 103, 24	1.974	0.00811973734	0.0361908292868	103
Thyroid hormone signaling pathway(mmu04919)	8447, 1791, 115, 39	1.599	0.0110355330495	0.0462773790726	115
Leishmaniasis(mmu05140)	8447, 340, 66, 13	4.894	2.49983191239e-05	0.000259982518889	66
Phenylalanine metabolism(mmu00360)	8447, 1716, 22, 5	1.119	0.748186775733	1.0	22
AMPK signaling pathway(mmu04152)	8447, 1467, 123, 29	1.358	0.268673878554	0.527209120182	123
PI3K-Akt signaling pathway(mmu04151)	8447, 1785, 353, 77	1.032	0.893576215329	1.0	353
mTOR signaling pathway(mmu04150)	8447, 1342, 154, 30	1.226	0.525940668311	0.820467442565	154
Protein processing in endoplasmic reticulum(mmu04141)	8447, 799, 162, 38	2.48	1.95788080785e-06	2.90885148595e-05	162
Osteoclast differentiation(mmu04380)	8447, 579, 127, 22	2.527	0.000666591384512	0.00448397745769	127
Tyrosine metabolism(mmu00350)	8447, 1716, 39, 7	0.884	0.92544037054	1.0	39
Thermogenesis(mmu04714)	8447, 1377, 215, 48	1.37	0.101948159098	0.246572291772	215
Circadian rhythm(mmu04710)	8447, 68, 30, 2	8.281	0.114962889653	0.275910935166	30
Circadian entrainment(mmu04713)	8447, 315, 99, 5	1.354	0.751760196143	1.0	99
Mineral absorption(mmu04978)	8447, 29, 44, 1	6.62	0.44363194687	0.724825641872	44
