# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
telomeric DNA binding(GO:0042162)	20437, 1630, 35, 8	2.866	0.0285971642413	0.106874073661	35
calcium-activated potassium channel activity(GO:0015269)	20437, 0, 15, 0	0.0	1.0	1.0	15
ammonium ion binding(GO:0070405)	20437, 1851, 80, 7	0.966	0.86716091324	1.0	80
demethylase activity(GO:0032451)	20437, 502, 41, 4	3.972	0.0786392784761	0.234089014999	41
histone demethylase activity(GO:0032452)	20437, 502, 26, 3	4.697	0.0908515517552	0.258422191659	26
histone demethylase activity (H3-K9 specific)(GO:0032454)	20437, 1887, 12, 3	2.708	0.191344642332	0.440677858063	12
NAD+ binding(GO:0070403)	20437, 1094, 14, 5	6.672	0.0023408880878	0.0161354560597	14
NADPH binding(GO:0070402)	20437, 1309, 17, 3	2.755	0.210106619761	0.468734593977	17
alditol:NADP+ 1-oxidoreductase activity(GO:0004032)	20437, 1754, 18, 1	0.647	0.805857038057	1.0	18
potassium channel activity(GO:0005267)	20437, 623, 122, 1	0.269	0.997912075426	1.0	122
aromatase activity(GO:0070330)	20437, 0, 34, 0	0.0	1.0	1.0	34
cation channel activity(GO:0005261)	20437, 397, 311, 3	0.497	0.998553456909	1.0	311
toxic substance binding(GO:0015643)	20437, 0, 13, 0	0.0	1.0	1.0	13
glycine binding(GO:0016594)	20437, 1636, 15, 1	0.833	0.723571369591	0.971004270241	15
small GTPase binding(GO:0031267)	20437, 1534, 421, 77	2.437	6.88057055014e-12	2.93571010139e-10	421
leucine zipper domain binding(GO:0043522)	20437, 1477, 11, 2	2.516	0.292242338898	0.571679255104	11
exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters(GO:0016796)	20437, 1989, 48, 14	2.997	0.00102575230676	0.00826528944139	48
polyubiquitin modification-dependent protein binding(GO:0031593)	20437, 1812, 55, 7	1.435	0.496948396499	0.782884858484	55
amino acid binding(GO:0016597)	20437, 308, 70, 1	0.948	0.886902745427	1.0	70
glutamate binding(GO:0016595)	20437, 0, 14, 0	0.0	1.0	1.0	14
cell adhesion mediator activity(GO:0098631)	20437, 535, 39, 3	2.938	0.249549101318	0.517900904342	39
phospholipid transporter activity(GO:0005548)	20437, 1799, 71, 14	2.24	0.0201591945276	0.0829036754871	71
odorant binding(GO:0005549)	20437, 0, 451, 0	0.0	1.0	1.0	451
peptidoglycan muralytic activity(GO:0061783)	20437, 0, 13, 0	0.0	1.0	1.0	13
GTP-dependent protein binding(GO:0030742)	20437, 1760, 24, 7	3.387	0.0152869905831	0.0692818105878	24
phosphatidylinositol-4,5-bisphosphate phosphatase activity(GO:0106019)	20437, 1296, 12, 4	5.256	0.0193070153756	0.0808904344364	12
phosphatidylinositol-5-phosphate binding(GO:0010314)	20437, 1488, 15, 2	1.831	0.437046621209	0.7218318389	15
hyaluronic acid binding(GO:0005540)	20437, 351, 23, 1	2.532	0.52627849537	0.805243973673	23
protein dimerization activity(GO:0046983)	20437, 1890, 1390, 210	1.634	1.08671567844e-11	4.45118741888e-10	1390
folic acid binding(GO:0005542)	20437, 1759, 14, 1	0.83	0.720329664115	0.968002068312	14
phospholipid binding(GO:0005543)	20437, 1678, 415, 53	1.555	0.0107432571975	0.0528898815875	415
calcium-dependent phospholipid binding(GO:0005544)	20437, 1668, 55, 3	0.668	0.943942934355	1.0	55
1-phosphatidylinositol binding(GO:0005545)	20437, 574, 13, 3	8.216	0.019665729679	0.0818605983385	13
phosphatidylinositol-4,5-bisphosphate binding(GO:0005546)	20437, 1734, 76, 13	2.016	0.0624163082512	0.195815246325	76
phosphatidylinositol-3,4,5-trisphosphate binding(GO:0005547)	20437, 1678, 39, 9	2.811	0.0198634793785	0.0823489995289	39
lysophospholipid acyltransferase activity(GO:0071617)	20437, 1631, 14, 1	0.895	0.697338140034	0.953330031676	14
transferase activity, transferring one-carbon groups(GO:0016741)	20437, 1199, 204, 15	1.253	0.631206621941	0.892756327165	204
transferase activity, transferring acyl groups(GO:0016746)	20437, 1738, 261, 31	1.397	0.214410847121	0.472589567642	261
bitter taste receptor activity(GO:0033038)	20437, 0, 29, 0	0.0	1.0	1.0	29
3',5'-cyclic-AMP phosphodiesterase activity(GO:0004115)	20437, 0, 12, 0	0.0	1.0	1.0	12
K63-linked polyubiquitin modification-dependent protein binding(GO:0070530)	20437, 1812, 22, 7	3.589	0.0111107945089	0.0536672338542	22
lipid transporter activity(GO:0005319)	20437, 1839, 151, 21	1.546	0.168157506332	0.406116241708	151
purinergic nucleotide receptor activity(GO:0001614)	20437, 852, 20, 2	2.399	0.373059885838	0.659781214332	20
metalloendopeptidase activity(GO:0004222)	20437, 1662, 97, 5	0.634	0.984259212924	1.0	97
semaphorin receptor binding(GO:0030215)	20437, 1458, 22, 1	0.637	0.829275514121	1.0	22
delayed rectifier potassium channel activity(GO:0005251)	20437, 0, 30, 0	0.0	1.0	1.0	30
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor(GO:0016671)	20437, 1378, 11, 1	1.348	0.558418564923	0.835995044564	11
dicarboxylic acid transmembrane transporter activity(GO:0005310)	20437, 1642, 36, 2	0.691	0.891645974434	1.0	36
antioxidant activity(GO:0016209)	20437, 585, 85, 4	1.644	0.561962350643	0.837626560492	85
AMP binding(GO:0016208)	20437, 0, 17, 0	0.0	1.0	1.0	17
NF-kappaB binding(GO:0051059)	20437, 1942, 32, 7	2.302	0.106040406295	0.28802487015	32
helicase activity(GO:0004386)	20437, 1996, 138, 32	2.374	3.89092281707e-05	0.000485923529796	138
RNA methyltransferase activity(GO:0008173)	20437, 1648, 60, 4	0.827	0.90731925098	1.0	60
N-methyltransferase activity(GO:0008170)	20437, 1150, 84, 12	2.539	0.0172957179406	0.0747291779376	84
O-methyltransferase activity(GO:0008171)	20437, 1639, 22, 1	0.567	0.851682399513	1.0	22
proton-transporting ATPase activity, rotational mechanism(GO:0046961)	20437, 1333, 21, 2	1.46	0.576644576176	0.848396617822	21
tRNA methyltransferase activity(GO:0008175)	20437, 1140, 32, 2	1.12	0.736459714539	0.979790228023	32
adenylate cyclase binding(GO:0008179)	20437, 1851, 16, 2	1.38	0.567515763377	0.84098772285	16
single-stranded DNA endodeoxyribonuclease activity(GO:0000014)	20437, 1541, 11, 2	2.411	0.306745999105	0.588217046972	11
laminin binding(GO:0043236)	20437, 659, 31, 6	6.002	0.00241963678206	0.0163007109528	31
translation regulator activity, nucleic acid binding(GO:0090079)	20437, 1417, 96, 17	2.554	0.00273173264987	0.0178171607227	96
S100 protein binding(GO:0044548)	20437, 2, 13, 1	786.038	0.00571034005769	0.0326669732909	13
neuropeptide hormone activity(GO:0005184)	20437, 0, 25, 0	0.0	1.0	1.0	25
fatty acid synthase activity(GO:0004312)	20437, 787, 11, 2	4.721	0.141858754382	0.356037658057	11
MAP kinase activity(GO:0004707)	20437, 1749, 14, 3	2.504	0.22684111937	0.49422405582	14
palmitoyl-CoA hydrolase activity(GO:0016290)	20437, 1828, 17, 2	1.315	0.593159917256	0.860333930978	17
zinc ion transmembrane transporter activity(GO:0005385)	20437, 161, 20, 1	6.347	0.306297397642	0.588217046972	20
ligand-gated calcium channel activity(GO:0099604)	20437, 558, 26, 3	4.226	0.113465902559	0.301007990208	26
neurotransmitter receptor regulator activity(GO:0099602)	20437, 160, 15, 1	8.515	0.228654283606	0.496063530535	15
MAP kinase kinase activity(GO:0004708)	20437, 391, 12, 1	4.356	0.321938816975	0.604890547858	12
activin binding(GO:0048185)	20437, 1034, 12, 2	3.294	0.230441784927	0.49880638729	12
monosaccharide binding(GO:0048029)	20437, 312, 85, 4	3.083	0.186269659776	0.434717567267	85
aldo-keto reductase (NADP) activity(GO:0004033)	20437, 1754, 28, 1	0.416	0.923297889551	1.0	28
myosin heavy chain binding(GO:0032036)	20437, 1062, 11, 2	3.499	0.205272283662	0.461975425208	11
vinculin binding(GO:0017166)	20437, 1587, 12, 4	4.293	0.0344927363564	0.124368176158	12
Ral GTPase binding(GO:0017160)	20437, 1850, 16, 6	4.143	0.00875128417467	0.0452591666407	16
G-protein beta-subunit binding(GO:0031681)	20437, 1663, 13, 4	3.781	0.0524594937102	0.16999532139	13
RNA polymerase III regulatory region DNA binding(GO:0001016)	20437, 1633, 11, 2	2.275	0.327737221475	0.610187117801	11
general transcription initiation factor activity(GO:0140223)	20437, 1932, 19, 4	2.227	0.231070823125	0.49880638729	19
RNA polymerase II regulatory region DNA binding(GO:0001012)	20437, 1540, 819, 145	2.35	5.33115379934e-21	5.45910149052e-19	819
5'-3' RNA polymerase activity(GO:0034062)	20437, 1190, 38, 3	1.356	0.63859241687	0.897847912533	38
DNA polymerase activity(GO:0034061)	20437, 1298, 31, 5	2.54	0.14619045831	0.365119583682	31
GTPase binding(GO:0051020)	20437, 1534, 511, 93	2.425	3.28262823219e-14	1.86745072764e-12	511
bile acid transmembrane transporter activity(GO:0015125)	20437, 0, 18, 0	0.0	1.0	1.0	18
dopamine binding(GO:0035240)	20437, 1851, 16, 1	0.69	0.782757487091	1.0	16
dystroglycan binding(GO:0002162)	20437, 0, 11, 0	0.0	1.0	1.0	11
aminoacyl-tRNA editing activity(GO:0002161)	20437, 308, 12, 2	11.059	0.0421187107459	0.142158342426	12
pheromone binding(GO:0005550)	20437, 0, 90, 0	0.0	1.0	1.0	90
cofactor transmembrane transporter activity(GO:0051184)	20437, 1314, 17, 1	0.915	0.716640915979	0.965665071925	17
growth factor activity(GO:0008083)	20437, 182, 146, 1	0.769	0.955351133983	1.0	146
transition metal ion binding(GO:0046914)	20437, 1917, 943, 130	1.47	0.000102430059857	0.00111583384355	943
phosphoric diester hydrolase activity(GO:0008081)	20437, 168, 86, 2	2.829	0.457332562653	0.742168849693	86
hydrolase activity, acting on ether bonds(GO:0016801)	20437, 0, 11, 0	0.0	1.0	1.0	11
dipeptidase activity(GO:0016805)	20437, 0, 15, 0	0.0	1.0	1.0	15
G-protein beta/gamma-subunit complex binding(GO:0031683)	20437, 403, 24, 3	6.339	0.0455503571657	0.152258241832	24
nucleoside diphosphate kinase activity(GO:0004550)	20437, 0, 17, 0	0.0	1.0	1.0	17
oligopeptide binding(GO:1900750)	20437, 0, 17, 0	0.0	1.0	1.0	17
nucleotide diphosphatase activity(GO:0004551)	20437, 0, 17, 0	0.0	1.0	1.0	17
DNA-directed DNA polymerase activity(GO:0003887)	20437, 1298, 24, 5	3.28	0.0604297949843	0.191579288124	24
photoreceptor activity(GO:0009881)	20437, 0, 12, 0	0.0	1.0	1.0	12
L-ascorbic acid binding(GO:0031418)	20437, 0, 19, 0	0.0	1.0	1.0	19
RNA cap binding(GO:0000339)	20437, 1722, 17, 4	2.793	0.131745055902	0.334756668098	17
filamin binding(GO:0031005)	20437, 359, 16, 2	7.116	0.0906599392723	0.258422191659	16
nucleoside-diphosphatase activity(GO:0017110)	20437, 1250, 16, 3	3.066	0.172183952096	0.410038062667	16
manganese ion binding(GO:0030145)	20437, 1705, 58, 7	1.447	0.499000293094	0.783705981791	58
SNARE binding(GO:0000149)	20437, 1767, 110, 11	1.157	0.728715883667	0.975431457353	110
catalytic activity, acting on DNA(GO:0140097)	20437, 1883, 173, 28	1.757	0.0201449432289	0.0829036754871	173
amide transmembrane transporter activity(GO:0042887)	20437, 1931, 40, 7	1.852	0.242527845479	0.513116763989	40
phosphatidylinositol 3-kinase regulator activity(GO:0035014)	20437, 891, 18, 5	6.371	0.00367596832167	0.0226758527794	18
calcium-dependent phospholipase A2 activity(GO:0047498)	20437, 0, 15, 0	0.0	1.0	1.0	15
proton-exporting ATPase activity, phosphorylative mechanism(GO:0008553)	20437, 716, 19, 1	1.502	0.630297346956	0.892756327165	19
G protein-coupled amine receptor activity(GO:0008227)	20437, 1851, 71, 1	0.156	0.998961996377	1.0	71
potassium-transporting ATPase activity(GO:0008556)	20437, 407, 11, 1	4.565	0.30615164614	0.588217046972	11
RNA polymerase II transcription factor binding(GO:0001085)	20437, 825, 62, 8	3.196	0.0223486863276	0.0893947453102	62
phosphatidylinositol phosphate phosphatase activity(GO:0052866)	20437, 1953, 24, 8	3.488	0.00699645932238	0.0383121622787	24
ligase activity, forming carbon-nitrogen bonds(GO:0016879)	20437, 1168, 46, 1	0.38	0.968219671317	1.0	46
structural constituent of synapse(GO:0098918)	20437, 266, 29, 2	5.299	0.171187258348	0.409569515299	29
Hsp70 protein binding(GO:0030544)	20437, 1750, 45, 9	2.336	0.0614231270095	0.194127413758	45
sodium channel regulator activity(GO:0017080)	20437, 503, 32, 1	1.27	0.743898580098	0.983701198236	32
chloride channel regulator activity(GO:0017081)	20437, 60, 14, 1	24.33	0.110227672767	0.295479416004	14
tau-protein kinase activity(GO:0050321)	20437, 411, 17, 1	2.925	0.450246584809	0.732992850309	17
alpha-tubulin binding(GO:0043014)	20437, 673, 35, 4	3.471	0.105554929064	0.287468742982	35
gamma-tubulin binding(GO:0043015)	20437, 965, 29, 3	2.191	0.355895434021	0.642745898479	29
cAMP response element binding(GO:0035497)	20437, 1884, 13, 6	5.007	0.00236359219625	0.0161354560597	13
protein heterodimerization activity(GO:0046982)	20437, 1888, 569, 102	1.94	1.40237413613e-09	4.4875972356e-08	569
peptidoglycan binding(GO:0042834)	20437, 312, 16, 1	4.094	0.376545636756	0.663653583542	16
transmembrane receptor protein serine/threonine kinase binding(GO:0070696)	20437, 0, 18, 0	0.0	1.0	1.0	18
translation initiation factor activity(GO:0003743)	20437, 1722, 47, 9	2.273	0.0727227725662	0.222506847871	47
kinesin binding(GO:0019894)	20437, 271, 48, 2	3.142	0.361103158112	0.645322223222	48
phosphatase activity(GO:0016791)	20437, 1121, 264, 32	2.21	0.000344487046309	0.00339187245597	264
thiolester hydrolase activity(GO:0016790)	20437, 798, 44, 2	1.164	0.76047384313	0.994540504937	44
cell-cell adhesion mediator activity(GO:0098632)	20437, 71, 30, 1	9.595	0.261746724772	0.537437099902	30
calcium-dependent protein binding(GO:0048306)	20437, 81, 71, 2	7.107	0.147498961489	0.36582500312	71
chemokine binding(GO:0019956)	20437, 1217, 32, 11	5.773	1.09786244082e-05	0.000160601591342	32
proton-exporting ATPase activity(GO:0036442)	20437, 1333, 31, 3	1.484	0.568323734582	0.84098772285	31
cytokine binding(GO:0019955)	20437, 1217, 130, 25	3.229	2.62175857691e-06	4.4011160373e-05	130
hydrolase activity, hydrolyzing N-glycosyl compounds(GO:0016799)	20437, 58, 26, 1	13.552	0.19886287182	0.450521196335	26
hydrolase activity, acting on glycosyl bonds(GO:0016798)	20437, 1777, 125, 14	1.288	0.555670303341	0.834320220852	125
secondary active sulfate transmembrane transporter activity(GO:0008271)	20437, 1152, 12, 1	1.478	0.549089382459	0.826864011232	12
vitamin B6 binding(GO:0070279)	20437, 1732, 52, 3	0.681	0.936439989691	1.0	52
E-box binding(GO:0070888)	20437, 1169, 47, 8	2.976	0.0283071549977	0.106177753545	47
enzyme inhibitor activity(GO:0004857)	20437, 1394, 377, 40	1.556	0.0369617120156	0.130513079669	377
oxidoreductase activity(GO:0016491)	20437, 585, 770, 16	0.726	0.999428293956	1.0	770
icosanoid receptor activity(GO:0004953)	20437, 0, 15, 0	0.0	1.0	1.0	15
exodeoxyribonuclease activity(GO:0004529)	20437, 1541, 24, 5	2.763	0.103646310698	0.283023525745	24
phosphatidylethanolamine binding(GO:0008429)	20437, 1668, 11, 2	2.228	0.335974963167	0.617491787329	11
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(GO:0016709)	20437, 137, 43, 1	3.469	0.52465753174	0.805243973673	43
2-oxoglutarate-dependent dioxygenase activity(GO:0016706)	20437, 369, 49, 3	3.391	0.207447385401	0.465846760198	49
receptor regulator activity(GO:0030545)	20437, 182, 516, 3	0.653	0.994884503054	1.0	516
exonuclease activity(GO:0004527)	20437, 1989, 73, 17	2.393	0.00413277832469	0.0248939117911	73
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705)	20437, 243, 206, 3	1.225	0.850200371613	1.0	206
endoribonuclease activity(GO:0004521)	20437, 1630, 59, 6	1.275	0.644598492796	0.90363624852	59
endodeoxyribonuclease activity(GO:0004520)	20437, 146, 39, 2	7.178	0.123473432788	0.3192848363	39
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen(GO:0016701)	20437, 0, 29, 0	0.0	1.0	1.0	29
lysine-acetylated histone binding(GO:0070577)	20437, 1496, 17, 6	4.822	0.00470154680659	0.0278288088436	17
DNA-binding transcription factor binding(GO:0140297)	20437, 1997, 345, 81	2.403	1.52416450509e-12	6.78584544874e-11	345
wide pore channel activity(GO:0022829)	20437, 1463, 21, 1	0.665	0.81477452796	1.0	21
protease binding(GO:0002020)	20437, 358, 139, 11	4.518	0.000409948693441	0.00385126112003	139
transmitter-gated ion channel activity(GO:0022824)	20437, 0, 58, 0	0.0	1.0	1.0	58
ligase activity, forming carbon-sulfur bonds(GO:0016877)	20437, 1673, 37, 5	1.651	0.414234423006	0.696073707364	37
phosphatidylserine binding(GO:0001786)	20437, 1947, 62, 7	1.185	0.694437115677	0.95194592564	62
potassium ion antiporter activity(GO:0022821)	20437, 921, 15, 1	1.479	0.599437171159	0.868208858935	15
phosphotyrosine residue binding(GO:0001784)	20437, 172, 43, 4	11.053	0.00309127143334	0.0198576197333	43
mismatch repair complex binding(GO:0032404)	20437, 1363, 11, 2	2.726	0.267194019669	0.542870389169	11
SH2 domain binding(GO:0042169)	20437, 775, 38, 6	4.164	0.0162058173042	0.0723459788335	38
GTPase activating protein binding(GO:0032794)	20437, 1750, 19, 6	3.688	0.0175072798289	0.0750102700618	19
pyrimidine nucleotide-sugar transmembrane transporter activity(GO:0015165)	20437, 1202, 11, 1	1.546	0.524586531273	0.805243973673	11
protein tyrosine/serine/threonine phosphatase activity(GO:0008138)	20437, 325, 38, 4	6.619	0.0169046924642	0.0740088802795	38
nuclear localization sequence binding(GO:0008139)	20437, 608, 19, 5	8.846	0.00101186551412	0.0082234149719	19
nuclear receptor binding(GO:0016922)	20437, 1997, 111, 29	2.674	8.52519898051e-06	0.000128379467001	111
transporter activity(GO:0005215)	20437, 15, 1156, 1	1.179	0.97096872728	1.0	1156
transcription factor binding(GO:0008134)	20437, 1997, 691, 156	2.31	2.3310810663e-22	3.41003858842e-20	691
intracellular ligand-gated ion channel activity(GO:0005217)	20437, 558, 33, 3	3.33	0.188700458813	0.437477064112	33
acetylcholine binding(GO:0042166)	20437, 0, 16, 0	0.0	1.0	1.0	16
ubiquitin-like protein conjugating enzyme binding(GO:0044390)	20437, 401, 39, 5	6.534	0.00562200928109	0.0324974741965	39
SUMO transferase activity(GO:0019789)	20437, 1768, 23, 8	4.021	0.00238663399639	0.0161848557106	23
phospholipase binding(GO:0043274)	20437, 460, 20, 2	4.443	0.186368175811	0.434717567267	20
peptide hormone receptor binding(GO:0051428)	20437, 673, 20, 4	6.073	0.0162495850896	0.0723459788335	20
hormone receptor binding(GO:0051427)	20437, 1677, 176, 38	2.631	5.16342646617e-07	9.791386484e-06	176
peptidyl-proline dioxygenase activity(GO:0031543)	20437, 0, 12, 0	0.0	1.0	1.0	12
ammonium transmembrane transporter activity(GO:0008519)	20437, 1393, 32, 1	0.458	0.92405977967	1.0	32
MAP kinase kinase kinase activity(GO:0004709)	20437, 1864, 26, 9	3.795	0.00179477726123	0.0128521112972	26
ubiquitin conjugating enzyme binding(GO:0031624)	20437, 401, 33, 4	6.178	0.0203567813296	0.083381376326	33
ATP-dependent microtubule motor activity(GO:1990939)	20437, 34, 42, 1	14.312	0.220243870595	0.482933026744	42
inositol 1,4,5 trisphosphate binding(GO:0070679)	20437, 558, 16, 2	4.578	0.17087813937	0.409569515299	16
threonine-type endopeptidase activity(GO:0004298)	20437, 103, 21, 1	9.448	0.238361883316	0.509566948885	21
dynein intermediate chain binding(GO:0045505)	20437, 1165, 28, 2	1.253	0.679826713899	0.936934798159	28
frizzled binding(GO:0005109)	20437, 557, 42, 1	0.874	0.855140454189	1.0	42
acetyltransferase activity(GO:0016407)	20437, 1884, 113, 25	2.4	0.000329851934249	0.00331145471246	113
retinoid X receptor binding(GO:0046965)	20437, 707, 22, 3	3.942	0.119888863342	0.310800496359	22
calmodulin binding(GO:0005516)	20437, 87, 188, 6	7.497	0.00183762326872	0.0130675432442	188
olfactory receptor activity(GO:0004984)	20437, 0, 1114, 0	0.0	1.0	1.0	1114
signaling receptor binding(GO:0005102)	20437, 611, 1632, 77	1.578	0.000962983792668	0.00789223180405	1632
monovalent cation:proton antiporter activity(GO:0005451)	20437, 921, 11, 1	2.017	0.470570613911	0.755273211042	11
fibroblast growth factor receptor binding(GO:0005104)	20437, 0, 28, 0	0.0	1.0	1.0	28
3',5'-cyclic-GMP phosphodiesterase activity(GO:0047555)	20437, 88, 19, 1	12.223	0.194560730958	0.444710242189	19
peptide alpha-N-acetyltransferase activity(GO:0004596)	20437, 1433, 12, 2	2.377	0.318508618553	0.601757980439	12
aminopeptidase activity(GO:0004177)	20437, 1610, 43, 4	1.181	0.706910050142	0.960047601253	43
endopeptidase activity(GO:0004175)	20437, 284, 440, 9	1.472	0.600444655342	0.868439727501	440
guanylate cyclase activity(GO:0004383)	20437, 0, 11, 0	0.0	1.0	1.0	11
sulfuric ester hydrolase activity(GO:0008484)	20437, 1092, 12, 1	1.56	0.537738580255	0.816979682761	12
TFIID-class transcription factor complex binding(GO:0001094)	20437, 1779, 11, 2	2.089	0.362142975036	0.646052972887	11
acetylcholine receptor binding(GO:0033130)	20437, 160, 13, 2	19.651	0.0174826645606	0.0750102700618	13
carbohydrate binding(GO:0030246)	20437, 341, 269, 7	1.56	0.567407645217	0.84098772285	269
nucleocytoplasmic carrier activity(GO:0140142)	20437, 1149, 16, 4	4.447	0.0378405646627	0.132248253292	16
mismatched DNA binding(GO:0030983)	20437, 1746, 11, 2	2.128	0.3543714903	0.642596422783	11
endodeoxyribonuclease activity, producing 3'-phosphomonoesters(GO:0016889)	20437, 567, 11, 1	3.277	0.383706373489	0.66846877755	11
neurexin family protein binding(GO:0042043)	20437, 1194, 13, 2	2.633	0.297262216796	0.577602485766	13
protein kinase A catalytic subunit binding(GO:0034236)	20437, 151, 15, 2	18.046	0.0206928584846	0.0844202672838	15
protein kinase A regulatory subunit binding(GO:0034237)	20437, 1091, 22, 4	3.406	0.0906701274334	0.258422191659	22
endodeoxyribonuclease activity, producing 5'-phosphomonoesters(GO:0016888)	20437, 146, 15, 1	9.332	0.214603661087	0.472589567642	15
rRNA binding(GO:0019843)	20437, 1860, 71, 23	3.559	4.74071345043e-07	9.15941617593e-06	71
annealing activity(GO:0097617)	20437, 1832, 13, 2	1.716	0.455377279873	0.740168785064	13
quaternary ammonium group transmembrane transporter activity(GO:0015651)	20437, 1393, 13, 1	1.129	0.62573179117	0.891551267058	13
carbon-sulfur lyase activity(GO:0016846)	20437, 695, 11, 1	2.673	0.427127207065	0.708878865533	11
carbon-nitrogen lyase activity(GO:0016840)	20437, 1636, 13, 1	0.961	0.670659336074	0.929731239498	13
mitogen-activated protein kinase kinase kinase binding(GO:0031435)	20437, 27, 26, 1	29.113	0.116021047046	0.303850517072	26
mitogen-activated protein kinase kinase binding(GO:0031434)	20437, 54, 19, 2	39.838	0.0058372261211	0.0330238649061	19
metallocarboxypeptidase activity(GO:0004181)	20437, 326, 25, 1	2.508	0.536391177072	0.816143484876	25
carboxypeptidase activity(GO:0004180)	20437, 326, 42, 1	1.493	0.736990567919	0.979790228023	42
phosphorus-oxygen lyase activity(GO:0016849)	20437, 223, 25, 1	3.666	0.450168322068	0.732992850309	25
fatty-acyl-CoA binding(GO:0000062)	20437, 1157, 26, 2	1.359	0.639190554918	0.897847912533	26
transmembrane receptor protein serine/threonine kinase activity(GO:0004675)	20437, 27, 17, 1	44.525	0.072792767614	0.222506847871	17
protein serine/threonine kinase activity(GO:0004674)	20437, 1912, 447, 82	1.961	5.62835417563e-08	1.2807632613e-06	447
ligand-gated anion channel activity(GO:0099095)	20437, 0, 20, 0	0.0	1.0	1.0	20
ligand-gated cation channel activity(GO:0099094)	20437, 558, 100, 3	1.099	0.843509561034	1.0	100
NAD-dependent protein deacetylase activity(GO:0034979)	20437, 945, 17, 4	5.089	0.0263650619628	0.100738147201	17
protein kinase activity(GO:0004672)	20437, 1912, 606, 106	1.87	5.33516900931e-09	1.43768764883e-07	606
channel regulator activity(GO:0016247)	20437, 237, 137, 3	1.888	0.588106359224	0.855962074805	137
GABA-gated chloride ion channel activity(GO:0022851)	20437, 0, 12, 0	0.0	1.0	1.0	12
sterol esterase activity(GO:0004771)	20437, 1811, 13, 1	0.868	0.703014563885	0.956025117422	13
structural constituent of nuclear pore(GO:0017056)	20437, 221, 22, 2	8.407	0.0801445332145	0.237878266701	22
Toll-like receptor binding(GO:0035325)	20437, 91, 15, 1	14.972	0.157001930826	0.382785659918	15
WW domain binding(GO:0050699)	20437, 253, 31, 3	7.817	0.0317064959154	0.115132807863	31
ATP-dependent DNA helicase activity(GO:0004003)	20437, 1883, 34, 6	1.915	0.250352487939	0.517900904342	34
adenosine deaminase activity(GO:0004000)	20437, 647, 11, 1	2.872	0.417900288796	0.698990874137	11
peptidase regulator activity(GO:0061134)	20437, 358, 238, 8	1.919	0.300759917695	0.582189330283	238
RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding(GO:0001162)	20437, 1361, 11, 2	2.73	0.26671993926	0.542870389169	11
sphingolipid binding(GO:0046625)	20437, 625, 24, 3	4.087	0.115266267027	0.30269629822	24
extracellular matrix structural constituent conferring compression resistance(GO:0030021)	20437, 0, 14, 0	0.0	1.0	1.0	14
extracellular matrix structural constituent conferring tensile strength(GO:0030020)	20437, 0, 38, 0	0.0	1.0	1.0	38
DNA-(apurinic or apyrimidinic site) endonuclease activity(GO:0003906)	20437, 369, 13, 2	8.521	0.0654502071367	0.203711283003	13
oxidoreductase activity, acting on the aldehyde or oxo group of donors(GO:0016903)	20437, 370, 52, 2	2.124	0.535202239516	0.815546269739	52
phosphatidylinositol bisphosphate phosphatase activity(GO:0034593)	20437, 1953, 20, 7	3.663	0.00852954520969	0.0447910476652	20
neurotransmitter binding(GO:0042165)	20437, 1693, 60, 2	0.402	0.987029560013	1.0	60
core promoter binding(GO:0001047)	20437, 1997, 60, 16	2.729	0.00127191478283	0.00964770916754	60
core promoter sequence-specific DNA binding(GO:0001046)	20437, 1997, 49, 13	2.715	0.00437115255425	0.0261757907342	49
peptide transmembrane transporter activity(GO:1904680)	20437, 1931, 26, 7	2.849	0.0380334047736	0.132470090096	26
2'-5'-oligoadenylate synthetase activity(GO:0001730)	20437, 360, 12, 1	4.731	0.306055783859	0.588217046972	12
promoter-specific chromatin binding(GO:1990841)	20437, 1779, 51, 14	3.154	0.000669787135519	0.00576354644346	51
protein self-association(GO:0043621)	20437, 696, 63, 8	3.729	0.00873728899173	0.0452591666407	63
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor(GO:0016655)	20437, 0, 30, 0	0.0	1.0	1.0	30
insulin-like growth factor I binding(GO:0031994)	20437, 1656, 12, 4	4.114	0.0392264762821	0.135702404435	12
