# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
regulation of T-helper 17 cell differentiation(GO:2000319)	20774, 1545, 20, 6	4.034	0.0119320509335	0.0429626039661	20
startle response(GO:0001964)	20774, 1519, 23, 1	0.595	0.845237006719	0.944221579907	23
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	20774, 1810, 40, 11	3.156	0.00293420819624	0.0140229227049	40
modulation by host of viral genome replication(GO:0044827)	20774, 1759, 15, 5	3.937	0.0236203517575	0.072866412421	15
synaptic transmission, dopaminergic(GO:0001963)	20774, 1579, 20, 1	0.658	0.808855069896	0.914959632297	20
positive regulation of stem cell proliferation(GO:2000648)	20774, 1312, 53, 8	2.39	0.0824520533738	0.189416879372	53
regulation of sodium ion transmembrane transporter activity(GO:2000649)	20774, 62, 51, 1	6.57	0.380584623793	0.563749773009	51
regulation of NMDA receptor activity(GO:2000310)	20774, 604, 22, 1	1.563	0.634442316456	0.786853941202	22
regulation of AMPA receptor activity(GO:2000311)	20774, 1872, 26, 2	0.854	0.803595915855	0.911393032992	26
response to pheromone(GO:0019236)	20774, 0, 105, 0	0.0	1.0	1.0	105
regulation of T-helper 17 type immune response(GO:2000316)	20774, 636, 25, 4	5.226	0.0297423073532	0.087175728449	25
regulation of early endosome to late endosome transport(GO:2000641)	20774, 1934, 18, 6	3.58	0.0194029931976	0.0627860282941	18
negative regulation of catecholamine secretion(GO:0033604)	20774, 1264, 18, 1	0.913	0.724339931722	0.850482998273	18
positive regulation of catecholamine secretion(GO:0033605)	20774, 1717, 20, 1	0.605	0.828268501619	0.929848600875	20
positive regulation of dopamine secretion(GO:0033603)	20774, 0, 11, 0	0.0	1.0	1.0	11
regulation of water loss via skin(GO:0033561)	20774, 0, 28, 0	0.0	1.0	1.0	28
lung epithelium development(GO:0060428)	20774, 1401, 13, 1	1.141	0.620621975474	0.775658167519	13
regulation of mRNA splicing, via spliceosome(GO:0048024)	20774, 2000, 102, 34	3.462	7.47362790825e-10	1.99856566535e-08	102
inorganic anion transmembrane transport(GO:0098661)	20774, 1555, 54, 3	0.742	0.922568214063	1.0	54
protein localization to phagophore assembly site(GO:0034497)	20774, 754, 13, 1	2.119	0.500431061907	0.673466738671	13
regulation of heat generation(GO:0031650)	20774, 713, 15, 2	3.885	0.19806770743	0.364121579425	15
regulation of protein binding(GO:0043393)	20774, 823, 237, 25	2.663	0.00013733560307	0.00106193610488	237
negative regulation of DNA binding(GO:0043392)	20774, 1999, 50, 9	1.871	0.177749978356	0.336016638988	50
toll-like receptor 4 signaling pathway(GO:0034142)	20774, 299, 15, 1	4.632	0.339689988602	0.522262385576	15
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	20774, 219, 20, 2	9.486	0.0642071047056	0.157041648512	20
cellular response to glucose starvation(GO:0042149)	20774, 1798, 37, 8	2.498	0.0555781754448	0.140869070883	37
regulation of defense response to virus by host(GO:0050691)	20774, 1772, 42, 12	3.35	0.00101522937017	0.00589328268539	42
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	20774, 1042, 18, 5	5.538	0.00696763697523	0.0278471469371	18
regulation of meiotic cell cycle(GO:0051445)	20774, 1739, 56, 9	1.92	0.167553939673	0.322286506381	56
positive regulation of meiotic cell cycle(GO:0051446)	20774, 1739, 27, 6	2.655	0.0804749475031	0.186223019016	27
positive regulation of interleukin-13 production(GO:0032736)	20774, 358, 14, 2	8.29	0.0691609358878	0.166014147668	14
positive regulation of defense response to bacterium(GO:1900426)	20774, 1679, 11, 3	3.374	0.120152591555	0.253157985732	11
regulation of defense response to bacterium(GO:1900424)	20774, 953, 18, 3	3.633	0.128307817291	0.266004011457	18
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	20774, 1974, 25, 8	3.368	0.00864065273449	0.0329036056129	25
protein autoprocessing(GO:0016540)	20774, 1202, 15, 1	1.152	0.641370458491	0.792555395227	15
positive regulation of interleukin-1 beta production(GO:0032731)	20774, 1662, 40, 11	3.437	0.00152016863183	0.00820408467971	40
cortical actin cytoskeleton organization(GO:0030866)	20774, 1909, 38, 14	4.009	3.20152463272e-05	0.000304176791452	38
cortical cytoskeleton organization(GO:0030865)	20774, 1909, 46, 18	4.258	5.35668483466e-07	7.79749841375e-06	46
negative regulation of protein localization to cell surface(GO:2000009)	20774, 578, 12, 2	5.99	0.102733488149	0.223292878351	12
positive regulation of protein catabolic process(GO:0045732)	20774, 1138, 206, 27	2.393	0.000331916529132	0.00227609695216	206
regulation of nuclear cell cycle DNA replication(GO:0033262)	20774, 458, 12, 1	3.78	0.350786478809	0.535002768064	12
respiratory burst(GO:0045730)	20774, 1614, 13, 3	2.97	0.162501461831	0.316003203243	13
regulation of actin filament organization(GO:0110053)	20774, 1882, 257, 56	2.405	1.10031704894e-08	2.26731997964e-07	257
positive regulation of interleukin-10 production(GO:0032733)	20774, 1472, 33, 8	3.421	0.0103022016958	0.0379389438134	33
positive regulation of lipid localization(GO:1905954)	20774, 1709, 88, 13	1.796	0.136493926328	0.278606813603	88
response to fibroblast growth factor(GO:0071774)	20774, 633, 20, 5	8.205	0.00142896905071	0.00780033564377	20
positive regulation of DNA repair(GO:0045739)	20774, 105, 64, 3	9.274	0.0265531714051	0.0796929986684	64
negative regulation of DNA repair(GO:0045738)	20774, 60, 27, 2	25.647	0.0145964067403	0.0498771687609	27
regulation of cell cycle checkpoint(GO:1901976)	20774, 1425, 31, 3	1.411	0.596891062715	0.758115993393	31
response to BMP(GO:0071772)	20774, 129, 33, 1	4.88	0.409096124293	0.590365399642	33
nucleosome organization(GO:0034728)	20774, 1825, 131, 33	2.867	3.5387124097e-07	5.38155625246e-06	131
plasma membrane phospholipid scrambling(GO:0017121)	20774, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of RNA splicing(GO:0033119)	20774, 1885, 29, 15	5.7	5.0794291074e-08	9.2992625197e-07	29
response to stilbenoid(GO:0035634)	20774, 0, 22, 0	0.0	1.0	1.0	22
response to platelet aggregation inhibitor(GO:0061478)	20774, 107, 66, 1	2.942	0.612729392424	0.768562497603	66
regulation of synapse structure or activity(GO:0050803)	20774, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of viral genome replication(GO:0045070)	20774, 1853, 33, 15	5.096	3.82026745297e-07	5.7364268379e-06	33
ion homeostasis(GO:0050801)	20774, 1914, 762, 95	1.353	0.0196469765427	0.0633031867807	762
DNA replication-dependent nucleosome organization(GO:0034723)	20774, 1816, 31, 9	3.321	0.00529687315213	0.0225318286007	31
regulation of synapse organization(GO:0050807)	20774, 16, 263, 1	4.937	0.600043799317	0.759629916156	263
regulation of interferon-alpha production(GO:0032647)	20774, 219, 28, 3	10.163	0.0161228638092	0.0540786757299	28
negative regulation of synaptic transmission(GO:0050805)	20774, 769, 67, 4	1.613	0.547875604666	0.715077564631	67
tube formation(GO:0035148)	20774, 1966, 150, 23	1.62	0.0898587287533	0.202346634424	150
chromosome condensation(GO:0030261)	20774, 1194, 37, 9	4.232	0.00128882690574	0.00720048834661	37
regulation of odontogenesis of dentin-containing tooth(GO:0042487)	20774, 129, 17, 1	9.473	0.221621088446	0.393485164173	17
regulation of cell development(GO:0060284)	20774, 1989, 1069, 149	1.456	3.77940979478e-05	0.000347937836959	1069
cGMP metabolic process(GO:0046068)	20774, 139, 18, 1	8.303	0.246911818676	0.423379055079	18
cytoskeleton-dependent intracellular transport(GO:0030705)	20774, 1871, 155, 26	1.862	0.0127770597978	0.0450509663981	155
regulation of GTPase activity(GO:0043087)	20774, 1705, 294, 53	2.196	9.23958063732e-07	1.27110993739e-05	294
negative regulation of catalytic activity(GO:0043086)	20774, 1845, 664, 96	1.628	2.82374866469e-05	0.000274307013141	664
positive regulation of catalytic activity(GO:0043085)	20774, 1998, 1044, 197	1.962	2.53155061061e-19	2.04240354348e-17	1044
regulation of gene expression by genetic imprinting(GO:0006349)	20774, 575, 21, 1	1.72	0.603741485391	0.761677569695	21
semaphorin-plexin signaling pathway involved in neuron projection guidance(GO:1902285)	20774, 829, 13, 1	1.928	0.514363548024	0.685434067355	13
cellular hormone metabolic process(GO:0034754)	20774, 222, 85, 1	1.101	0.874251471567	0.968001164145	85
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	20774, 677, 13, 2	4.721	0.146697413686	0.293641585006	13
endocardial cushion development(GO:0003197)	20774, 1291, 14, 1	1.149	0.629541128135	0.783633831047	14
regulation of cellular extravasation(GO:0002691)	20774, 324, 29, 3	6.633	0.0445638536768	0.119037005332	29
positive regulation of oligodendrocyte differentiation(GO:0048714)	20774, 621, 25, 1	1.338	0.692856891226	0.825738308022	25
membrane lipid catabolic process(GO:0046466)	20774, 0, 31, 0	0.0	1.0	1.0	31
membrane lipid biosynthetic process(GO:0046467)	20774, 1713, 106, 9	1.03	0.843390375045	0.943043971157	106
acylglycerol catabolic process(GO:0046464)	20774, 791, 24, 1	1.094	0.736175185782	0.860030628347	24
alpha-amino acid metabolic process(GO:1901605)	20774, 410, 186, 4	1.09	0.876089737171	0.969585479873	186
acylglycerol biosynthetic process(GO:0046463)	20774, 1689, 18, 3	2.05	0.33011099256	0.512166989761	18
microtubule organizing center organization(GO:0031023)	20774, 1694, 64, 9	1.725	0.261448447675	0.439440187476	64
regulation of necrotic cell death(GO:0010939)	20774, 655, 28, 7	7.929	0.000147569408363	0.00112209326487	28
regulation of RNA stability(GO:0043487)	20774, 1883, 104, 26	2.758	1.85943763256e-05	0.000191164646458	104
protein import(GO:0017038)	20774, 653, 122, 9	2.347	0.0915933344377	0.20478359414	122
sperm-egg recognition(GO:0035036)	20774, 560, 44, 1	0.843	0.86491032149	0.9601150024	44
negative regulation of centrosome cycle(GO:0046606)	20774, 1694, 13, 1	0.943	0.67505155457	0.814717393447	13
cellular monovalent inorganic cation homeostasis(GO:0030004)	20774, 1895, 95, 11	1.269	0.597688050315	0.758115993393	95
cellular potassium ion homeostasis(GO:0030007)	20774, 1895, 14, 3	2.349	0.254085696392	0.431022065156	14
regulation of centrosome cycle(GO:0046605)	20774, 1935, 58, 9	1.666	0.285044892666	0.466289578936	58
metal ion transport(GO:0030001)	20774, 69, 554, 4	2.174	0.507975338214	0.67996698816	554
response to acid chemical(GO:0001101)	20774, 30, 343, 2	4.038	0.409930251734	0.591114207287	343
cellular anion homeostasis(GO:0030002)	20774, 1226, 18, 2	1.883	0.455100690515	0.634342397321	18
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	20774, 0, 12, 0	0.0	1.0	1.0	12
membrane repolarization during action potential(GO:0086011)	20774, 0, 12, 0	0.0	1.0	1.0	12
membrane depolarization during action potential(GO:0086010)	20774, 0, 25, 0	0.0	1.0	1.0	25
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	20774, 11, 27, 1	69.946	0.0582290342359	0.14557258559	27
positive regulation of cell growth involved in cardiac muscle cell development(GO:0061051)	20774, 1649, 15, 5	4.199	0.0184929429187	0.0604992496859	15
negative regulation of cell growth involved in cardiac muscle cell development(GO:0061052)	20774, 11, 11, 1	171.686	0.0197738421175	0.0635111258295	11
somite development(GO:0061053)	20774, 0, 16, 0	0.0	1.0	1.0	16
regulation of non-motile cilium assembly(GO:1902855)	20774, 22, 18, 1	52.46	0.0642750738041	0.157058188556	18
killing of cells in other organism involved in symbiotic interaction(GO:0051883)	20774, 320, 13, 1	4.994	0.30379056317	0.485412245952	13
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	20774, 509, 11, 1	3.71	0.351636179902	0.535612229227	11
peptide catabolic process(GO:0043171)	20774, 618, 25, 2	2.689	0.35593402541	0.539662157361	25
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	20774, 720, 15, 1	1.924	0.544668328582	0.712062961837	15
negative regulation of digestive system process(GO:0060457)	20774, 62, 21, 1	15.955	0.165298481456	0.318963337572	21
positive regulation of digestive system process(GO:0060456)	20774, 0, 19, 0	0.0	1.0	1.0	19
regulation of gastric acid secretion(GO:0060453)	20774, 372, 12, 1	4.654	0.307539140995	0.487799503877	12
positive regulation of cardiac muscle contraction(GO:0060452)	20774, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of receptor signaling pathway via STAT(GO:1904893)	20774, 1386, 25, 9	5.396	0.0001334994367	0.0010366351039	25
regulation of receptor signaling pathway via STAT(GO:1904892)	20774, 704, 162, 19	3.461	3.9179733263e-05	0.000358336267153	162
negative regulation of proteolysis(GO:0045861)	20774, 1915, 339, 45	1.44	0.0683006877499	0.164446774755	339
regulation of eating behavior(GO:1903998)	20774, 1649, 11, 2	2.291	0.324594885079	0.507246110629	11
myeloid leukocyte migration(GO:0097529)	20774, 255, 116, 7	4.916	0.00528610617159	0.0225318286007	116
positive regulation of cell-substrate adhesion(GO:0010811)	20774, 1882, 123, 25	2.244	0.00103047809424	0.00596724541191	123
positive regulation of receptor signaling pathway via STAT(GO:1904894)	20774, 905, 100, 15	3.443	0.0003149498248	0.0021726973421	100
activation of MAPK activity(GO:0000187)	20774, 1998, 115, 23	2.079	0.00494439455255	0.0212989303802	115
activation of MAPKK activity(GO:0000186)	20774, 390, 35, 3	4.566	0.10548827861	0.227617500537	35
cellular response to nerve growth factor stimulus(GO:1990090)	20774, 184, 30, 2	7.527	0.104898777794	0.226653736859	30
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184)	20774, 1687, 32, 10	3.848	0.000971693681923	0.00569613537679	32
positive regulation of glutamate receptor signaling pathway(GO:1900451)	20774, 604, 15, 1	2.293	0.491495657863	0.665804115281	15
negative regulation of cell population proliferation(GO:0008285)	20774, 1478, 673, 90	1.88	1.3128633332e-07	2.19271209335e-06	673
gamma-aminobutyric acid signaling pathway(GO:0007214)	20774, 1498, 27, 2	1.027	0.741114243601	0.864963608885	27
endoplasmic reticulum to cytosol transport(GO:1903513)	20774, 675, 16, 2	3.847	0.205548145687	0.374152647598	16
regulation of microtubule-based movement(GO:0060632)	20774, 1919, 30, 1	0.361	0.94591599911	1.0	30
mitotic cell cycle process(GO:1903047)	20774, 1981, 413, 86	2.184	7.73200123247e-11	2.37447263655e-09	413
meiotic cell cycle process(GO:1903046)	20774, 1891, 161, 17	1.16	0.706755381866	0.836418266686	161
vesicle cargo loading(GO:0035459)	20774, 1653, 15, 5	4.189	0.0185894751953	0.060689919019	15
cellular response to interferon-beta(GO:0035458)	20774, 1481, 43, 12	3.915	0.000266258649309	0.00188599876594	43
nephron tubule morphogenesis(GO:0072078)	20774, 0, 12, 0	0.0	1.0	1.0	12
nephron tubule formation(GO:0072079)	20774, 0, 14, 0	0.0	1.0	1.0	14
nucleobase biosynthetic process(GO:0046112)	20774, 1649, 15, 2	1.68	0.471028739597	0.648540255404	15
response to interferon-alpha(GO:0035455)	20774, 1481, 23, 4	2.439	0.202823427784	0.370432917568	23
kidney epithelium development(GO:0072073)	20774, 207, 70, 3	4.301	0.147881956389	0.295391570462	70
cellular response to interferon-alpha(GO:0035457)	20774, 1182, 11, 2	3.196	0.223244747985	0.395582820354	11
response to interferon-beta(GO:0035456)	20774, 1481, 53, 12	3.176	0.00211794213625	0.0107477660645	53
drug transport(GO:0015893)	20774, 1333, 137, 6	0.683	0.986099918557	1.0	137
morphogenesis of an epithelium(GO:0002009)	20774, 217, 334, 11	3.153	0.00979091946818	0.0363531799287	334
homocysteine metabolic process(GO:0050667)	20774, 1626, 12, 2	2.129	0.357386647304	0.540737584606	12
vocalization behavior(GO:0071625)	20774, 11, 16, 1	118.034	0.031404959104	0.0909292003255	16
artery morphogenesis(GO:0048844)	20774, 1714, 63, 8	1.539	0.408949832926	0.590365399642	63
cell population proliferation(GO:0008283)	20774, 296, 561, 31	3.878	4.12475800962e-09	9.39418570612e-08	561
hippocampus development(GO:0021766)	20774, 1962, 61, 7	1.215	0.669015645511	0.810983405476	61
regulation of axon extension involved in axon guidance(GO:0048841)	20774, 1479, 33, 2	0.851	0.829525538735	0.930475020748	33
positive regulation of mitochondrial membrane permeability involved in apoptotic process(GO:1902110)	20774, 1905, 11, 3	2.974	0.15633115163	0.306860322375	11
regulation of cell maturation(GO:1903429)	20774, 553, 33, 3	3.415	0.179383798581	0.337763797962	33
positive regulation of reactive oxygen species biosynthetic process(GO:1903428)	20774, 1672, 58, 12	2.571	0.0120317621721	0.0431909411306	58
positive regulation of cell-cell adhesion(GO:0022409)	20774, 1310, 235, 62	4.184	4.23300307711e-21	4.79740348739e-19	235
regulation of organelle assembly(GO:1902115)	20774, 1975, 200, 44	2.314	1.78194072879e-06	2.31118198066e-05	200
thymus development(GO:0048538)	20774, 1097, 55, 9	3.099	0.0131497328038	0.0460550594964	55
positive regulation of organelle assembly(GO:1902117)	20774, 1929, 77, 21	2.937	5.09840237186e-05	0.000451085414313	77
spleen development(GO:0048536)	20774, 1545, 45, 12	3.586	0.000624093015162	0.00395563615469	45
mucosal-associated lymphoid tissue development(GO:0048537)	20774, 1611, 11, 5	5.861	0.00343440104594	0.0157796804813	11
hematopoietic or lymphoid organ development(GO:0048534)	20774, 1619, 219, 56	3.281	2.64819741331e-14	1.27327471589e-12	219
lymph node development(GO:0048535)	20774, 1611, 30, 11	4.728	6.49101334237e-05	0.000552723139708	30
anatomical structure arrangement(GO:0048532)	20774, 1331, 22, 3	2.128	0.34110914156	0.523767585104	22
regulation of reactive oxygen species biosynthetic process(GO:1903426)	20774, 1774, 97, 23	2.777	6.23338721274e-05	0.000534611227615	97
monocyte chemotaxis(GO:0002548)	20774, 867, 32, 5	3.744	0.0454084059367	0.120481612184	32
neuron development(GO:0048666)	20774, 1741, 173, 20	1.379	0.366870829089	0.550364054984	173
cell morphogenesis involved in neuron differentiation(GO:0048667)	20774, 1331, 27, 3	1.734	0.467635436097	0.646400621114	27
neuron fate determination(GO:0048664)	20774, 1549, 11, 1	1.219	0.584891322351	0.747204158451	11
neuron fate specification(GO:0048665)	20774, 1114, 28, 1	0.666	0.863764330295	0.959290296828	28
negative regulation of smooth muscle cell proliferation(GO:0048662)	20774, 255, 53, 4	6.148	0.0242253825511	0.0741084967501	53
neuron fate commitment(GO:0048663)	20774, 142, 49, 2	5.971	0.169715535378	0.32543079746	49
regulation of smooth muscle cell proliferation(GO:0048660)	20774, 1798, 163, 38	2.694	2.26185641964e-07	3.55327939192e-06	163
positive regulation of smooth muscle cell proliferation(GO:0048661)	20774, 1771, 106, 29	3.209	1.75788517931e-07	2.81735133115e-06	106
regulation of transcription involved in G1/S transition of mitotic cell cycle(GO:0000083)	20774, 1981, 12, 1	0.874	0.699711469143	0.831617126871	12
positive regulation of astrocyte differentiation(GO:0048711)	20774, 1291, 16, 2	2.011	0.410424238656	0.591468173177	16
organic substance catabolic process(GO:1901575)	20774, 1937, 1326, 183	1.48	8.6589491464e-07	1.19815691677e-05	1326
regulation of growth hormone secretion(GO:0060123)	20774, 1177, 19, 5	4.645	0.0149279384768	0.0507351603773	19
inner ear receptor cell stereocilium organization(GO:0060122)	20774, 1523, 40, 2	0.682	0.904456548145	0.992899716137	40
Schwann cell development(GO:0014044)	20774, 0, 11, 0	0.0	1.0	1.0	11
regulation of neuron maturation(GO:0014041)	20774, 207, 18, 1	5.575	0.315577961585	0.497043427718	18
positive regulation of growth hormone secretion(GO:0060124)	20774, 1177, 12, 2	2.942	0.254398821127	0.43109234196	12
DNA damage response, signal transduction resulting in transcription(GO:0042772)	20774, 1798, 13, 3	2.666	0.199024045252	0.36549168804	13
ATP synthesis coupled electron transport(GO:0042773)	20774, 0, 12, 0	0.0	1.0	1.0	12
signal transduction in response to DNA damage(GO:0042770)	20774, 1955, 59, 14	2.521	0.00646070584413	0.0262173570487	59
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator(GO:0042771)	20774, 1955, 31, 14	4.799	2.10236754475e-06	2.68291407855e-05	31
DNA-dependent DNA replication maintenance of fidelity(GO:0045005)	20774, 1677, 35, 5	1.77	0.355995624814	0.539662157361	35
negative regulation of endocytosis(GO:0045806)	20774, 822, 39, 3	1.944	0.442910558359	0.624113160979	39
regulation of macrophage differentiation(GO:0045649)	20774, 1981, 20, 6	3.146	0.0362844571619	0.102166085758	20
negative regulation of excitatory postsynaptic potential(GO:0090394)	20774, 1974, 11, 1	0.957	0.666688290444	0.80893098713	11
cellular senescence(GO:0090398)	20774, 1798, 27, 8	3.423	0.00845622189701	0.0324074457212	27
regulation of smooth muscle cell differentiation(GO:0051150)	20774, 1122, 33, 8	4.489	0.00183397634353	0.00951321743144	33
neuron projection organization(GO:0106027)	20774, 1974, 43, 7	1.713	0.30980195588	0.490245116352	43
regulation of cell cycle G1/S phase transition(GO:1902806)	20774, 1985, 127, 30	2.472	3.40886621219e-05	0.00032004345503	127
negative regulation of cell cycle G1/S phase transition(GO:1902807)	20774, 279, 63, 5	5.909	0.0103056836871	0.0379389438134	63
regulation of hormone secretion(GO:0046883)	20774, 162, 297, 7	3.022	0.070793093942	0.16882521401	297
organelle fusion(GO:0048284)	20774, 545, 79, 4	1.93	0.441120817045	0.622328123632	79
organelle fission(GO:0048285)	20774, 1891, 92, 8	0.955	0.882529986299	0.974673488349	92
lung alveolus development(GO:0048286)	20774, 19, 51, 1	21.439	0.174985229304	0.332772549535	51
regulation of erythrocyte differentiation(GO:0045646)	20774, 1491, 49, 19	5.403	5.03673868807e-09	1.10994797015e-07	49
anion transmembrane transport(GO:0098656)	20774, 15, 151, 1	9.172	0.395526107321	0.578206974974	151
eye development(GO:0001654)	20774, 532, 116, 5	1.683	0.515543034016	0.686621388337	116
iron coordination entity transport(GO:1901678)	20774, 0, 11, 0	0.0	1.0	1.0	11
vesicle-mediated transport to the plasma membrane(GO:0098876)	20774, 1193, 78, 8	1.786	0.285157733688	0.466289578936	78
neurotransmitter receptor transport to plasma membrane(GO:0098877)	20774, 0, 13, 0	0.0	1.0	1.0	13
B cell activation involved in immune response(GO:0002312)	20774, 1578, 46, 11	3.148	0.00349732014005	0.0160036102431	46
mature B cell differentiation involved in immune response(GO:0002313)	20774, 1578, 19, 8	5.543	0.000230033702777	0.00165152401994	19
negative regulation of apoptotic signaling pathway(GO:2001234)	20774, 1963, 225, 43	2.022	9.45126993503e-05	0.000759933190722	225
regulation of membrane protein ectodomain proteolysis(GO:0051043)	20774, 255, 22, 3	11.109	0.0116886172139	0.0422138224114	22
positive regulation of membrane protein ectodomain proteolysis(GO:0051044)	20774, 255, 15, 2	10.862	0.0471421202748	0.124388299616	15
entrainment of circadian clock(GO:0009649)	20774, 1798, 25, 9	4.159	0.000899437456926	0.00535835080722	25
regulation of secretion(GO:0051046)	20774, 320, 885, 32	2.347	0.000163955604351	0.00122516275779	885
positive regulation of secretion(GO:0051047)	20774, 225, 510, 17	3.078	0.000761885645029	0.00468549828209	510
negative regulation of secretion(GO:0051048)	20774, 408, 252, 15	3.031	0.00202789640946	0.0103793407624	252
regulation of transport(GO:0051049)	20774, 1914, 1896, 257	1.471	2.25019032149e-09	5.43700808643e-08	1896
pinocytosis(GO:0006907)	20774, 443, 11, 2	8.526	0.0603210731975	0.149545993969	11
positive regulation by host of viral transcription(GO:0043923)	20774, 1765, 16, 5	3.678	0.0319935508801	0.092129039437	16
negative regulation of cAMP-mediated signaling(GO:0043951)	20774, 1717, 29, 4	1.669	0.42835380054	0.608827736808	29
vesicle budding from membrane(GO:0006900)	20774, 1834, 31, 9	3.289	0.00562106447138	0.0235738034218	31
vesicle targeting(GO:0006903)	20774, 1346, 14, 2	2.205	0.359210820014	0.543049503813	14
inflammatory response to antigenic stimulus(GO:0002437)	20774, 1529, 29, 9	4.217	0.00100684357819	0.00587325420611	29
cellular protein catabolic process(GO:0044257)	20774, 1848, 26, 6	2.594	0.0866959442847	0.197168033825	26
regulation of cellular response to drug(GO:2001038)	20774, 1407, 35, 9	3.797	0.0025339471156	0.0124834641784	35
negative regulation of cellular response to drug(GO:2001039)	20774, 1407, 25, 6	3.544	0.0252048447467	0.0761746419012	25
small molecule metabolic process(GO:0044281)	20774, 379, 1460, 25	0.939	0.985655139668	1.0	1460
small molecule catabolic process(GO:0044282)	20774, 1134, 284, 19	1.226	0.646621322937	0.795533082755	284
small molecule biosynthetic process(GO:0044283)	20774, 887, 471, 21	1.044	0.898534234757	0.988724661234	471
regulation of double-strand break repair via nonhomologous end joining(GO:2001032)	20774, 105, 19, 2	20.826	0.017699484969	0.0583573347322	19
positive regulation of receptor-mediated endocytosis(GO:0048260)	20774, 778, 57, 8	3.748	0.00790103107605	0.0307011493241	57
negative regulation of receptor-mediated endocytosis(GO:0048261)	20774, 822, 20, 2	2.527	0.352534299231	0.536293788539	20
behavioral response to pain(GO:0048266)	20774, 1260, 25, 3	1.978	0.387514168913	0.570393153913	25
neuroblast proliferation(GO:0007405)	20774, 1179, 19, 2	1.855	0.472511647292	0.649481790676	19
purine ribonucleoside monophosphate biosynthetic process(GO:0009168)	20774, 777, 19, 1	1.407	0.649176440927	0.7972342257	19
response to pain(GO:0048265)	20774, 1778, 18, 1	0.649	0.80402769775	0.911448402307	18
positive regulation of immune effector process(GO:0002699)	20774, 316, 249, 24	6.336	2.09743498053e-11	7.08070248747e-10	249
suckling behavior(GO:0001967)	20774, 190, 17, 1	6.432	0.283772836969	0.465085167571	17
retina homeostasis(GO:0001895)	20774, 0, 14, 0	0.0	1.0	1.0	14
meiotic chromosome segregation(GO:0045132)	20774, 543, 19, 1	2.014	0.54971213245	0.716296126598	19
axonemal dynein complex assembly(GO:0070286)	20774, 1616, 30, 1	0.429	0.922698829425	1.0	30
cellular response to oxygen levels(GO:0071453)	20774, 1974, 106, 21	2.085	0.00749632826163	0.0294896880375	106
pyrimidine ribonucleotide metabolic process(GO:0009218)	20774, 0, 16, 0	0.0	1.0	1.0	16
pyrimidine deoxyribonucleotide metabolic process(GO:0009219)	20774, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of response to stimulus(GO:0048585)	20774, 1552, 1527, 219	1.92	3.47718895787e-20	3.3102838879e-18	1527
positive regulation of chromatin organization(GO:1905269)	20774, 1141, 111, 20	3.281	3.14023349803e-05	0.000299549327668	111
negative regulation of chromatin organization(GO:1905268)	20774, 1908, 59, 12	2.214	0.0386008625678	0.106516003375	59
sensory perception of chemical stimulus(GO:0007606)	20774, 993, 1206, 1	0.017	1.0	1.0	1206
UV-damage excision repair(GO:0070914)	20774, 1985, 11, 4	3.806	0.0481839464023	0.126088831707	11
regulation of type 2 immune response(GO:0002828)	20774, 466, 30, 5	7.43	0.00281092427835	0.0135880311528	30
negative regulation of type 2 immune response(GO:0002829)	20774, 466, 14, 4	12.737	0.00094888656015	0.00557966650581	14
positive regulation of T-helper 1 type immune response(GO:0002827)	20774, 153, 23, 3	17.71	0.00311510096934	0.0146665485797	23
positive regulation of proteasomal protein catabolic process(GO:1901800)	20774, 1312, 99, 17	2.719	0.00146247791352	0.00795587984956	99
negative regulation of adaptive immune response(GO:0002820)	20774, 1729, 44, 14	3.823	7.05930423388e-05	0.000595785250944	44
positive regulation of adaptive immune response(GO:0002821)	20774, 657, 143, 21	4.643	8.83172070394e-08	1.52315183155e-06	143
neuromuscular junction development(GO:0007528)	20774, 544, 43, 1	0.888	0.852972802827	0.950187348808	43
