# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
NOD-like receptor signaling pathway(mmu04621)	8447, 1732, 201, 74	1.796	1.28063308765e-06	7.99115046695e-06	201
Toll-like receptor signaling pathway(mmu04620)	8447, 1694, 99, 36	1.813	0.00147862929062	0.00461332338674	99
Cytosolic DNA-sensing pathway(mmu04623)	8447, 1798, 61, 23	1.771	0.0204290808281	0.0472138756916	61
RIG-I-like receptor signaling pathway(mmu04622)	8447, 1959, 68, 33	2.093	5.89995479903e-05	0.000233010873075	68
Staphylococcus aureus infection(mmu05150)	8447, 100, 90, 3	2.816	0.395421804632	0.573821409512	90
cGMP-PKG signaling pathway(mmu04022)	8447, 1094, 171, 34	1.535	0.0617512695105	0.127592027068	171
Tuberculosis(mmu05152)	8447, 154, 177, 14	4.338	7.65084788013e-05	0.000291105431537	177
Calcium signaling pathway(mmu04020)	8447, 374, 188, 9	1.081	0.904130090379	1.0	188
Autophagy - animal(mmu04140)	8447, 1969, 129, 62	2.062	1.37886390447e-08	1.51711454931e-07	129
Wnt signaling pathway(mmu04310)	8447, 1594, 160, 44	1.457	0.0450521073471	0.0969397068434	160
Lysosome(mmu04142)	8447, 1892, 124, 48	1.728	0.000432640546094	0.00145143925141	124
Endocytosis(mmu04144)	8447, 1900, 267, 120	1.998	5.61530339989e-15	4.37993665191e-13	267
Phagosome(mmu04145)	8447, 671, 176, 27	1.931	0.00881318601767	0.0229142836459	176
Glycolysis / Gluconeogenesis(mmu00010)	8447, 366, 66, 5	1.748	0.51929393319	0.701384013659	66
Pyrimidine metabolism(mmu00240)	8447, 432, 57, 3	1.029	0.896409855463	1.0	57
Malaria(mmu05144)	8447, 146, 49, 6	7.084	0.00188276739906	0.00559450884291	49
Renin-angiotensin system(mmu04614)	8447, 192, 36, 1	1.222	0.864619978104	1.0	36
Glycerophospholipid metabolism(mmu00564)	8447, 1908, 97, 21	0.958	0.946588200796	1.0	97
Ether lipid metabolism(mmu00565)	8447, 679, 47, 4	1.059	0.866162187022	1.0	47
Inositol phosphate metabolism(mmu00562)	8447, 1951, 73, 35	2.076	4.22773467466e-05	0.000175873762466	73
Phototransduction(mmu04744)	8447, 757, 27, 2	0.827	0.912018171852	1.0	27
Glycerolipid metabolism(mmu00561)	8447, 566, 61, 3	0.734	0.972515939227	1.0	61
Valine, leucine and isoleucine degradation(mmu00280)	8447, 107, 53, 1	1.49	0.855434228128	1.0	53
Colorectal cancer(mmu05210)	8447, 1955, 88, 47	2.308	1.41013852339e-08	1.51711454931e-07	88
Fc epsilon RI signaling pathway(mmu04664)	8447, 1165, 66, 20	2.197	0.00424718368432	0.0117267372523	66
Basal cell carcinoma(mmu05217)	8447, 10, 63, 1	13.408	0.321351443574	0.491478678407	63
NF-kappa B signaling pathway(mmu04064)	8447, 1600, 98, 42	2.263	7.96960762346e-07	5.52559461893e-06	98
Thyroid cancer(mmu05216)	8447, 1941, 37, 19	2.235	0.00147783185693	0.00461332338674	37
Fc gamma R-mediated phagocytosis(mmu04666)	8447, 1727, 85, 39	2.244	1.96003233199e-06	1.14486136549e-05	85
Prostate cancer(mmu05215)	8447, 1171, 97, 36	2.677	1.64384008282e-07	1.3496792259e-06	97
Arrhythmogenic right ventricular cardiomyopathy (ARVC)(mmu05412)	8447, 184, 72, 5	3.188	0.130892660483	0.235294720196	72
Thyroid hormone synthesis(mmu04918)	8447, 1094, 73, 15	1.587	0.239652661168	0.392085890805	73
RNA transport(mmu03013)	8447, 25, 166, 4	8.142	0.0162140950679	0.0392154857456	166
Ribosome(mmu03010)	8447, 1994, 139, 72	2.194	1.23580602884e-11	2.59566078079e-10	139
Steroid biosynthesis(mmu00100)	8447, 1839, 19, 6	1.451	0.492336347149	0.67367775384	19
mRNA surveillance pathway(mmu03015)	8447, 1755, 91, 41	2.169	2.77065033008e-06	1.46515746269e-05	91
Pantothenate and CoA biosynthesis(mmu00770)	8447, 1985, 18, 3	0.709	0.935074033764	1.0	18
Prolactin signaling pathway(mmu04917)	8447, 1678, 72, 33	2.307	8.39423723682e-06	3.96818487559e-05	72
Melanogenesis(mmu04916)	8447, 262, 100, 6	1.934	0.400547555012	0.578568690573	100
Estrogen signaling pathway(mmu04915)	8447, 312, 134, 11	2.222	0.0864383957434	0.1685548717	134
Progesterone-mediated oocyte maturation(mmu04914)	8447, 1966, 90, 36	1.719	0.00334323779057	0.00939720892484	90
Ovarian steroidogenesis(mmu04913)	8447, 229, 57, 2	1.294	0.839915147244	1.0	57
GnRH signaling pathway(mmu04912)	8447, 1649, 90, 30	1.707	0.0135654563918	0.0330657999551	90
One carbon pool by folate(mmu00670)	8447, 1730, 19, 5	1.285	0.638108176593	0.82609855227	19
SNARE interactions in vesicular transport(mmu04130)	8447, 666, 32, 5	1.982	0.350073374614	0.527646825505	32
Amoebiasis(mmu05146)	8447, 229, 104, 11	3.901	0.0015096605564	0.00466350587719	104
Cysteine and methionine metabolism(mmu00270)	8447, 1329, 49, 9	1.167	0.755182021128	0.946252171052	49
B cell receptor signaling pathway(mmu04662)	8447, 1631, 70, 33	2.442	1.98149082489e-06	1.14486136549e-05	70
African trypanosomiasis(mmu05143)	8447, 146, 38, 3	4.568	0.142700182945	0.25153930553	38
Chagas disease (American trypanosomiasis)(mmu05142)	8447, 1649, 103, 43	2.139	3.21199624196e-06	1.67023804582e-05	103
Thyroid hormone signaling pathway(mmu04919)	8447, 1966, 115, 53	1.98	1.18474232437e-06	7.54366541229e-06	115
Leishmaniasis(mmu05140)	8447, 169, 66, 11	8.33	1.09618577267e-06	7.12520752238e-06	66
Phenylalanine metabolism(mmu00360)	8447, 861, 22, 1	0.446	0.96988272975	1.0	22
AMPK signaling pathway(mmu04152)	8447, 1621, 123, 42	1.779	0.000854377978337	0.00280595714991	123
PI3K-Akt signaling pathway(mmu04151)	8447, 1006, 353, 64	1.522	0.00550772454311	0.0148138798056	353
mTOR signaling pathway(mmu04150)	8447, 1658, 154, 47	1.555	0.00956614454489	0.0242653422602	154
Protein processing in endoplasmic reticulum(mmu04141)	8447, 1941, 162, 79	2.122	1.24791383692e-11	2.59566078079e-10	162
Osteoclast differentiation(mmu04380)	8447, 1600, 127, 56	2.328	1.50752358736e-09	1.88138943702e-08	127
Tyrosine metabolism(mmu00350)	8447, 861, 39, 1	0.252	0.998032846639	1.0	39
Thermogenesis(mmu04714)	8447, 1972, 215, 69	1.375	0.0226743045136	0.0512636449872	215
Circadian rhythm(mmu04710)	8447, 79, 30, 3	10.692	0.017316551499	0.041242473799	30
Circadian entrainment(mmu04713)	8447, 832, 99, 13	1.333	0.584954414617	0.776620329194	99
Mineral absorption(mmu04978)	8447, 345, 44, 4	2.226	0.374708788338	0.548869211087	44
